source,ra,dec,reference,band,magnitude,magnitude_error,spectral_type_string,spectral_type_code,spectral_type_reference
2MASS J09111297+7401081,137.8040415,74.018917,Reid08.1290,WISE.W1,11.264,0.01,L0,70.0,Reid08.1290
2MASS J09111297+7401081,137.8040415,74.018917,Reid08.1290,WISE.W2,11.008,0.008,L0,70.0,Reid08.1290
2MASS J09111297+7401081,137.8040415,74.018917,Reid08.1290,WISE.W3,10.559,0.076,L0,70.0,Reid08.1290
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,2MASS.H,13.543,0.027,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,2MASS.J,14.52,0.029,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,2MASS.Ks,12.915,0.029,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,GAIA2.G,19.48800277709961,0.00528130515087267,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,GAIA2.Grp,17.827627182006836,0.008428000307813068,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,GAIA3.G,19.47402572631836,0.004446451294042796,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,GAIA3.Grp,17.903162002563477,0.016974414920135156,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,PAN-STARRS/PS1.i,19.07,0.01,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,PAN-STARRS/PS1.r,21.29,0.05,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,PAN-STARRS/PS1.y,16.67,0.01,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,PAN-STARRS/PS1.z,17.61,0.01,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,WFCAM.H,13.59,0.03,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,WFCAM.J,14.46,0.02,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,WFCAM.K,12.9,0.03,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,WISE.W1,12.466,0.012,L1:,71.0,Phan08
DENIS-P J1909081-193748,287.2842,-19.63,Phan08,WISE.W2,12.18,0.01,L1:,71.0,Phan08
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,PAN-STARRS/PS1.i,21.88,0.09,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,PAN-STARRS/PS1.y,19.39,0.05,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,PAN-STARRS/PS1.z,20.35,0.05,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WFCAM.H,16.689,0.023,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WFCAM.J,17.419,0.033,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WFCAM.K,16.041,0.015,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WFCAM.Y,18.376,0.055,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WISE.W1,15.707,0.023,L0,70.0,Boud13
UGCS J084510.66+214817.1,131.2946,21.8049,Boud13,WISE.W2,15.456,0.043,L0,70.0,Boud13
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,IRAC.I1,16.42,0.04,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,IRAC.I1,16.42,0.04,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,IRAC.I2,14.6,0.02,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,IRAC.I2,14.6,0.02,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,WFCAM.H,19.19,0.39,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,WFCAM.J,18.61,0.08,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,WFCAM.Y,19.535,0.088,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,WISE.W1,17.112,0.062,T8.5,88.5,Mart18
WISE J105130.01-213859.7,162.8751,-21.65,Mace13.6,WISE.W2,14.596,0.023,T8.5,88.5,Mart18
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.H,12.78,0.03,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.H,12.78,0.03,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.J,14.147,0.029,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.J,14.147,0.029,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.Ks,11.765,0.023,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,2MASS.Ks,11.765,0.023,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA2.G,19.82261085510254,0.0038723559853915328,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA2.G,19.82261085510254,0.0038723559853915328,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA2.Grp,18.0836238861084,0.019355777350677505,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA2.Grp,18.0836238861084,0.019355777350677505,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA3.G,19.818086624145508,0.0034473350565276946,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA3.G,19.818086624145508,0.0034473350565276946,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA3.Grp,18.199100494384766,0.014451636225921327,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,GAIA3.Grp,18.199100494384766,0.014451636225921327,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,IRAC.I1,10.41,0.01,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,IRAC.I1,10.41,0.01,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,IRAC.I2,10.26,0.02,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,IRAC.I2,10.26,0.02,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.i,19.71,0.02,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.i,19.71,0.02,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.y,16.68,0.02,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.y,16.68,0.02,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.z,17.79,0.01,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,PAN-STARRS/PS1.z,17.79,0.01,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.H,12.856,0.023,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.H,12.856,0.023,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.J,14.054,0.003,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.J,14.054,0.003,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.K,11.745,0.002,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WFCAM.K,11.745,0.002,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W1,10.739,0.023,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W1,10.739,0.023,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W1,10.801,0.011,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W1,10.801,0.011,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W2,10.235,0.021,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W2,10.235,0.021,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W2,10.292,0.007,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W2,10.292,0.007,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W3,9.657,0.037,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W3,9.657,0.037,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W3,9.631,0.042,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W3,9.631,0.042,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W4,9.2,0.439,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W4,9.2,0.439,L6 FLD-G,76.0,Liu_13.20
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W4,9.066,0.469,L6,76.0,Loop08.528
2MASS J21481633+4003594,327.0680415,40.0665,Loop08.528,WISE.W4,9.066,0.469,L6 FLD-G,76.0,Liu_13.20
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.H,13.856,0.031,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.H,13.856,0.031,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.J,13.937,0.024,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.J,13.937,0.024,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.Ks,13.963,0.059,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,2MASS.Ks,13.963,0.059,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA2.G,20.312292098999023,0.00794023549358186,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA2.G,20.312292098999023,0.00794023549358186,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA2.Grp,18.239355087280273,0.03386073172776138,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA2.Grp,18.239355087280273,0.03386073172776138,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA3.G,20.30014419555664,0.009443180443017417,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA3.G,20.30014419555664,0.009443180443017417,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA3.Grp,18.523334503173828,0.03305677021558542,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,GAIA3.Grp,18.523334503173828,0.03305677021558542,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I1,12.769,0.001,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I1,12.769,0.001,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I1,12.79,0.02,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I1,12.79,0.02,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I2,11.757,0.001,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I2,11.757,0.001,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I2,11.74,0.02,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I2,11.74,0.02,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I4,11.543,0.04,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,IRAC.I4,11.543,0.04,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,NICMOS1.F110W,14.65,0.05,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,NICMOS1.F110W,14.65,0.05,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,NSFCam.Lp,11.91,0.05,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,NSFCam.Lp,11.91,0.05,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.i,21.69,0.08,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.i,21.69,0.08,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.y,16.46,0.01,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.y,16.46,0.01,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.z,18.2,0.02,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,PAN-STARRS/PS1.z,18.2,0.02,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.g,25.61981,0.5153939,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.g,25.61981,0.5153939,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.i,22.01761,0.1599323,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.i,22.01761,0.1599323,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.r,25.41785,0.5581621,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.r,25.41785,0.5581621,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.u,25.54193,0.6842401,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.u,25.54193,0.6842401,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.z,17.30395,0.01415651,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,SDSS.z,17.30395,0.01415651,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.H,13.9,0.03,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.H,13.9,0.03,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.J,13.55,0.03,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.J,13.55,0.03,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.K,13.99,0.03,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,UFTI.K,13.99,0.03,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.H,13.9,0.03,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.H,13.9,0.03,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.J,13.621,0.003,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.J,13.621,0.003,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.K,14.072,0.007,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.K,14.072,0.007,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.Y,14.76,0.06,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WFCAM.Y,14.76,0.06,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W1,13.507,0.024,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W1,13.507,0.024,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W2,11.723,0.021,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W2,11.723,0.021,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W2,11.714,0.008,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W2,11.714,0.008,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W3,10.53,0.049,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W3,10.53,0.049,T6,86.0,Burg03.510
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W4,9.091,,T5,85.0,Burg06.1067
2MASS J15031961+2525196,225.831708,25.422111,Burg03.510,WISE.W4,9.091,,T6,86.0,Burg03.510
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,PAN-STARRS/PS1.y,19.32,0.06,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WFCAM.H,16.87,0.01,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WFCAM.J,16.6,0.01,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WFCAM.K,17.05,0.01,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WFCAM.Y,17.73,0.01,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WISE.W1,16.546,0.037,T5,85.0,Burn13
ULAS J095429.90+062309.6,148.6259,6.3871,Scho12,WISE.W2,14.687,0.024,T5,85.0,Burn13
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,IRAC.I2,13.08,0.02,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,PAN-STARRS/PS1.y,17.91,0.02,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,PAN-STARRS/PS1.z,19.3,0.04,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WFCAM.H,14.8,0.01,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WFCAM.J,15.46,0.01,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WFCAM.K,14.443,0.075,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WFCAM.Y,16.493,0.085,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WISE.W1,13.919,0.018,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WISE.W2,13.091,0.015,T1.5,81.5,Mace13.6
WISE J204356.42+622048.9,310.9851519,62.3469507,Mace13.6,WISE.W3,11.607,0.122,T1.5,81.5,Mace13.6
PSO J316.5156+04.1173,316.5156,4.1174,Best15,2MASS.H,16.02,0.22,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,2MASS.J,16.81,0.2,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,2MASS.Ks,15.59,0.24,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,PAN-STARRS/PS1.i,22.08,0.04,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,PAN-STARRS/PS1.y,19.08,0.02,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,PAN-STARRS/PS1.z,20.11,0.04,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WFCAM.H,16.091,0.032,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WFCAM.J,16.88,0.019,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WFCAM.K,15.508,0.023,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WFCAM.Y,18.274,0.051,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WISE.W1,14.771,0.016,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WISE.W2,14.444,0.02,L6 (blue) FLD-G,76.0,Best15
PSO J316.5156+04.1173,316.5156,4.1174,Best15,WISE.W3,12.543,0.502,L6 (blue) FLD-G,76.0,Best15
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I1,16.13,0.03,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I1,16.13,0.03,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I1,16.13,0.03,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I1,16.13,0.03,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I2,14.22,0.02,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I2,14.22,0.02,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I2,14.22,0.02,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,IRAC.I2,14.22,0.02,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1000W,13.22,0.033,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1000W,13.22,0.033,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1500W,12.506,0.033,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1500W,12.506,0.033,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1800W,12.334,0.033,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F1800W,12.334,0.033,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F2100W,12.399,0.033,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,JWST/MIRI.F2100W,12.399,0.033,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WFCAM.H,19.25,0.13,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WFCAM.H,19.25,0.13,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WFCAM.J,19.06,0.02,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WFCAM.J,19.06,0.02,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WISE.W1,18.161,0.171,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WISE.W1,18.161,0.171,T8,88.0,Mace13.6
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WISE.W2,14.31,0.018,T8,88.0,Mace13.36
WISE J043052.92+463331.6,67.7207,46.5588,Mace13.6,WISE.W2,14.31,0.018,T8,88.0,Mace13.6
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,PAN-STARRS/PS1.i,20.54,0.03,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,PAN-STARRS/PS1.r,23.29,0.13,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,PAN-STARRS/PS1.y,18.37,0.01,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,PAN-STARRS/PS1.z,19.17,0.02,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WFCAM.H,16.101,0.013,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WFCAM.J,16.704,0.012,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WFCAM.K,15.618,0.015,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WFCAM.Y,17.565,0.021,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WISE.W1,15.372,0.02,L1,71.0,Schm10.1808
SDSS J091656.32+105740.0,139.2347,10.9612,Schm10.1808,WISE.W2,15.249,0.041,L1,71.0,Schm10.1808
SDSS J152531.32+581053.1,231.3805,58.1813,Knap04,2MASS.H,15.826,0.125,L6.5:,76.5,Knap04
SDSS J152531.32+581053.1,231.3805,58.1813,Knap04,2MASS.J,17.055,0.189,L6.5:,76.5,Knap04
SDSS J152531.32+581053.1,231.3805,58.1813,Knap04,2MASS.Ks,15.552,0.188,L6.5:,76.5,Knap04
SDSS J152531.32+581053.1,231.3805,58.1813,Knap04,PAN-STARRS/PS1.i,22.01,0.08,L6.5:,76.5,Knap04
