source,ra,dec,reference,band,magnitude,magnitude_error,spectral_type_string,spectral_type_code,spectral_type_reference
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WFCAM.H,18.17,0.03,T5,85.0,Burn10.1885
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WFCAM.J,18.11,0.03,T5,85.0,Burn10.1885
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WFCAM.K,18.345,0.199,T5,85.0,Burn10.1885
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WFCAM.Y,19.297,0.071,T5,85.0,Burn10.1885
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WISE.W1,17.492,0.088,T5,85.0,Burn10.1885
ULAS J114925.58-014343.2,177.3569,-1.7287,Burn10.1885,WISE.W2,16.12,0.081,T5,85.0,Burn10.1885
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,2MASS.H,12.709,0.023,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,2MASS.J,13.409,0.022,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,2MASS.Ks,12.19,0.021,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,GAIA2.G,18.18967056274414,0.004011540186469008,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,GAIA3.G,18.226667404174805,0.0018394068567258968,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,GAIA3.Grp,16.63080406188965,0.004203252288923254,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,WISE.W1,11.874,0.012,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,WISE.W2,11.635,0.009,L0:,70.0,Phan08
DENIS-P J1756561-480509,269.2342,-48.086,Phan08,WISE.W3,11.061,0.124,L0:,70.0,Phan08
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WFCAM.H,16.144,0.017,T3.5,83.5,Best20.257
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WFCAM.J,16.422,0.011,T3.5,83.5,Best20.257
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WFCAM.K,16.005,0.027,T3.5,83.5,Best20.257
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WFCAM.Y,17.659,0.02,T3.5,83.5,Best20.257
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WISE.W1,15.603,0.024,T3.5,83.5,Best20.257
PSO J024.4369+09.1360,24.4372,9.1366,Skrz16,WISE.W2,14.464,0.02,T3.5,83.5,Best20.257
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,2MASS.H,15.587,0.135,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,2MASS.J,16.23,0.1,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,2MASS.Ks,14.85,0.11,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,GAIA2.G,21.2565975189209,0.02461140431056956,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,PAN-STARRS/PS1.i,20.85,0.03,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,PAN-STARRS/PS1.r,23.16,0.08,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,PAN-STARRS/PS1.y,18.33,0.02,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,PAN-STARRS/PS1.z,19.32,0.01,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,WFCAM.J,16.249,0.012,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,WFCAM.K,15.005,0.012,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,WISE.W1,14.582,0.016,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,WISE.W2,14.387,0.018,L2,72.0,Hawl02
SDSS J161420.50+004643.6,243.585,0.7785,Hawl02,WISE.W3,12.378,0.488,L2,72.0,Hawl02
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,PAN-STARRS/PS1.i,20.61,0.03,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,PAN-STARRS/PS1.y,18.09,0.02,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,PAN-STARRS/PS1.z,19.08,0.02,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,WFCAM.J,16.231,0.012,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,WFCAM.K,15.116,0.015,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,WISE.W1,14.702,0.016,L0,70.0,Schm10.1808
SDSS J094903.15+264944.2,147.2633,26.8288,Schm10.1808,WISE.W2,14.453,0.021,L0,70.0,Schm10.1808
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,IRAC.I1,14.76,0.03,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,IRAC.I1,14.76,0.03,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,IRAC.I2,14.6,0.03,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,IRAC.I2,14.6,0.03,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,PAN-STARRS/PS1.y,19.24,0.05,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,PAN-STARRS/PS1.y,19.24,0.05,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,PAN-STARRS/PS1.z,20.7,0.04,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,PAN-STARRS/PS1.z,20.7,0.04,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.H,16.29,0.018,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.H,16.29,0.018,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.J,16.95,0.015,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.J,16.95,0.015,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.K,15.925,0.024,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.K,15.925,0.024,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.Y,18.122,0.032,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WFCAM.Y,18.122,0.032,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WISE.W1,15.362,0.02,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WISE.W1,15.362,0.02,T1,81.0,Burg06.1067
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WISE.W2,14.729,0.024,T0,80.0,Kirk08
SDSS J083717.21-000018.0,129.3215835,-0.004972,Legg00,WISE.W2,14.729,0.024,T1,81.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.H,14.703,0.068,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.H,14.703,0.068,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.J,14.648,0.036,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.J,14.648,0.036,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.Ks,15.267,0.13,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,2MASS.Ks,15.267,0.13,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I1,13.16,0.02,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I1,13.16,0.02,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I1,13.1,0.03,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I1,13.1,0.03,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I2,11.69,0.02,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I2,11.69,0.02,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I2,11.64,0.04,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I2,11.64,0.04,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I3,12.32,0.03,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I3,12.32,0.03,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I3,12.32,0.02,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I3,12.32,0.02,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I4,11.73,0.05,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I4,11.73,0.05,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I4,11.73,0.04,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,IRAC.I4,11.73,0.04,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,NSFCam.Lp,12.34,0.05,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,NSFCam.Lp,12.34,0.05,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,PAN-STARRS/PS1.y,17.02,0.02,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,PAN-STARRS/PS1.y,17.02,0.02,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,PAN-STARRS/PS1.z,19.02,0.07,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,PAN-STARRS/PS1.z,19.02,0.07,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.g,25.398,1.145,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.g,25.398,1.145,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.i,21.997,0.284,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.i,21.997,0.284,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.i,22.53,0.09,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.i,22.53,0.09,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.r,23.29,0.644,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.r,23.29,0.644,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.u,24.902,1.751,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.u,24.902,1.751,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.z,17.501,0.021,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.z,17.501,0.021,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.z,18.01,0.08,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,SDSS.z,18.01,0.08,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.H,14.67,0.03,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.H,14.67,0.03,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.J,14.29,0.03,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.J,14.29,0.03,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.K,15.39,0.06,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,UFTI.K,15.39,0.06,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.H,14.67,0.03,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.H,14.67,0.03,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.J,14.305,0.004,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.J,14.305,0.004,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.K,15.415,0.016,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WFCAM.K,15.415,0.016,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W1,14.073,0.029,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W1,14.073,0.029,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W1,14.093,0.012,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W1,14.093,0.012,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W2,11.658,0.022,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W2,11.658,0.022,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W2,11.674,0.007,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W2,11.674,0.007,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W3,10.75,0.089,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W3,10.75,0.089,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W3,10.696,0.101,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W3,10.696,0.101,T7,87.0,Burg03.510
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W4,8.53,,T6 pec,86.0,Burg06.1067
2MASS J09373487+2931409,144.395292,29.528028,Burg02.421,WISE.W4,8.53,,T7,87.0,Burg03.510
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,IRAC.I1,16.93,0.01,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,IRAC.I2,16.08,0.02,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,VISTA.H,18.203,0.044,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,VISTA.J,18.098,0.016,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,VISTA.Ks,18.39,0.05,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,VISTA.Y,19.224,0.03,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,WISE.W1,17.717,0.09,T5,85.0,Burn13
ULAS J133943.79+010436.4,204.9326,1.0768,Burn13,WISE.W2,15.93,0.064,T5,85.0,Burn13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,2MASS.H,14.34,0.07,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,2MASS.J,15.33,0.06,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,2MASS.Ks,13.77,0.05,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,GAIA2.G,20.288049697875977,0.00948005921878896,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,GAIA2.Grp,18.494110107421875,0.0344407769399565,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,GAIA3.G,20.342470169067383,0.007279909533114414,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,GAIA3.Grp,18.505834579467773,0.022469472385023278,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,WISE.W1,13.468,0.014,L1,71.0,Maro13
2MASS J21481326-6323265,327.0553,-63.3908,Maro13,WISE.W2,13.222,0.011,L1,71.0,Maro13
CWISEP J230158.30-645858.3,345.4929166666666,-64.98286111111112,Meis20.74,IRAC.I1,17.27,0.06,T8.5,88.5,Meis20.74
CWISEP J230158.30-645858.3,345.4929166666666,-64.98286111111112,Meis20.74,IRAC.I2,15.36,0.02,T8.5,88.5,Meis20.74
CWISEP J230158.30-645858.3,345.4929166666666,-64.98286111111112,Meis20.74,WFCAM.J,20.51,0.22,T8.5,88.5,Meis20.74
CWISEP J230158.30-645858.3,345.4929166666666,-64.98286111111112,Meis20.74,WISE.W1,18.087,0.109,T8.5,88.5,Meis20.74
HIP 6407B,20.5707,3.5232,Deac14.119,PAN-STARRS/PS1.i,19.82,0.01,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,PAN-STARRS/PS1.r,21.93,0.01,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,PAN-STARRS/PS1.y,17.33,0.01,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,PAN-STARRS/PS1.z,18.34,0.03,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WFCAM.H,14.738,0.006,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WFCAM.J,15.345,0.005,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WFCAM.K,14.203,0.006,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WFCAM.Y,16.442,0.008,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WISE.W1,13.862,0.015,L1,71.0,Deac14.119
HIP 6407B,20.5707,3.5232,Deac14.119,WISE.W2,13.623,0.014,L1,71.0,Deac14.119
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,2MASS.H,14.637,0.053,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,2MASS.J,15.185,0.042,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,2MASS.Ks,14.088,0.054,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,GAIA2.G,19.577497482299805,0.004784327409936538,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,GAIA2.Grp,17.933557510375977,0.021206335599868363,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,GAIA3.G,19.584644317626953,0.007947322728314462,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,GAIA3.Grp,18.010183334350586,0.013225878718752101,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,IRAC.I1,13.71,0.02,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,IRAC.I2,13.6,0.02,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,PAN-STARRS/PS1.i,19.1,0.03,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,PAN-STARRS/PS1.r,21.96,0.04,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,PAN-STARRS/PS1.y,16.75,0.01,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,PAN-STARRS/PS1.z,17.58,0.01,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,WISE.W1,14.0,0.021,L0,70.0,Thom13
WISE J200403.17-263751.7,301.013,-26.6293,Thom13,WISE.W2,13.687,0.025,L0,70.0,Thom13
IRAC J142950.8+333011,217.4619,33.5033,Ster07,PAN-STARRS/PS1.y,19.49,0.04,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,PAN-STARRS/PS1.y,19.49,0.04,T5::,85.0,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,PAN-STARRS/PS1.z,21.5,0.1,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,PAN-STARRS/PS1.z,21.5,0.1,T5::,85.0,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WFCAM.J,16.775,0.018,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WFCAM.J,16.775,0.018,T5::,85.0,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WFCAM.K,17.093,0.095,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WFCAM.K,17.093,0.095,T5::,85.0,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WISE.W1,16.558,0.032,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WISE.W1,16.558,0.032,T5::,85.0,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WISE.W2,15.087,0.026,T4.5,84.5,Ster07
IRAC J142950.8+333011,217.4619,33.5033,Ster07,WISE.W2,15.087,0.026,T5::,85.0,Ster07
2MASS J11260310+4819256,171.5128,48.3239,Kell15,2MASS.J,17.2,0.18,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,2MASS.Ks,15.43,0.15,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,PAN-STARRS/PS1.y,19.4,0.04,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,PAN-STARRS/PS1.z,20.43,0.04,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,WFCAM.J,17.206,0.028,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,WFCAM.K,15.562,0.017,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,WISE.W1,15.022,0.016,L5,75.0,Kell15
2MASS J11260310+4819256,171.5128,48.3239,Kell15,WISE.W2,14.887,0.024,L5,75.0,Kell15
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.28,0.01,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.28,0.01,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.28,0.01,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.31,0.03,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.31,0.03,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I1,16.31,0.03,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.35,0.02,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.35,0.02,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.35,0.02,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.42,0.02,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.42,0.02,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,IRAC.I2,14.42,0.02,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.H,18.4,0.03,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.H,18.4,0.03,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.H,18.4,0.03,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.J,18.02,0.03,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.J,18.02,0.03,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.J,18.02,0.03,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.K,18.85,0.07,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.K,18.85,0.07,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.K,18.85,0.07,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.Y,18.9,0.03,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.Y,18.9,0.03,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WFCAM.Y,18.9,0.03,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W1,17.819,0.101,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W1,17.819,0.101,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W1,17.819,0.101,T8,88.0,Mace13.6
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W2,14.492,0.02,T8,88.0,Burn13
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W2,14.492,0.02,T8,88.0,Mace13.36
ULAS J095047.28+011734.3,147.6971,1.2925,Burn13,WISE.W2,14.492,0.02,T8,88.0,Mace13.6
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.H,12.495,0.023,L1.1,71.1,Bard14
2MASS J07511645-2530432,117.81854,-25.512,Phan08,2MASS.H,12.495,0.023,L1.5,71.5,Phan08
