source,spectral_type_string,2MASS.H,2MASS.J,2MASS.Ks,ACAM.i,ACAM.z,Cousins.I,Cousins.R,DENIS.I,DENIS.J,DENIS.Ks,GAIA2.G,GAIA2.Grp,GAIA3.G,GAIA3.Grp,GALEX.NUV,IRAC.I1,IRAC.I2,IRAC.I3,IRAC.I4,JWST/MIRI.F1000W,JWST/MIRI.F1280W,JWST/MIRI.F1500W,JWST/MIRI.F1800W,JWST/MIRI.F2100W,Johnson.V,MIPS.24mu,NACO.Lp,NICMOS1.F090M,NICMOS1.F110W,NIRI.Y,NSFCam.H,NSFCam.J,NSFCam.K,NSFCam.Lp,NSFCam.Mp,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,SDSS.g,SDSS.i,SDSS.r,SDSS.u,SDSS.z,UFTI.H,UFTI.J,UFTI.K,UFTI.Y,UKIDSS.H,UKIDSS.J,UKIDSS.K,UKIDSS.Y,VISTA.H,VISTA.J,VISTA.Ks,VISTA.Y,VisAO.Ys,WFCAM.H,WFCAM.J,WFCAM.K,WFCAM.Y,WISE.W1,WISE.W2,WISE.W3,WISE.W4,Wircam.Y
2MASS J10101480-0406499,L6,14.385,15.508,13.619,,,,,,,,20.8709716796875,18.906822204589844,20.858963012695312,18.968523025512695,,,12.56,,,,,,,,,,,,,,,,,,,,20.74,,17.67,18.73,,,,,,,,,,,,,,,,,,,14.43,15.4,13.57,16.666,12.888,12.517,11.431,8.654,
2MASS J10170754+1308398,L1,13.284,14.096,12.71,,,,,,,,19.116724014282227,17.348724365234375,19.17259407043457,17.435894012451172,,12.03,12.05,,,,,,,,,,,,,,,,,,,,18.53,20.72,16.16,17.12,,,,,,,,,,,,,,,,,,,13.355,14.065,12.68,15.272,12.331,12.07,11.762,,
2MASS J10170754+1308398,L2:,13.284,14.096,12.71,,,,,,,,19.116724014282227,17.348724365234375,19.17259407043457,17.435894012451172,,12.03,12.05,,,,,,,,,,,,,,,,,,,,18.53,20.72,16.16,17.12,,,,,,,,,,,,,,,,,,,13.355,14.065,12.68,15.272,12.331,12.07,11.762,,
2MASS J10185879-2909535,L0.3,13.418,14.21,12.796,,,,,,,,19.083892822265625,17.45172691345215,19.17294692993164,17.516740798950195,,,,,,,,,,,,,,,,,,,,,,,18.62,20.98,16.2,17.15,,,,,,,,,,,,,,,,,,,13.46,14.13,12.76,15.208,12.561,12.385,12.188,,
2MASS J10185879-2909535,L1,13.418,14.21,12.796,,,,,,,,19.083892822265625,17.45172691345215,19.17294692993164,17.516740798950195,,,,,,,,,,,,,,,,,,,,,,,18.62,20.98,16.2,17.15,,,,,,,,,,,,,,,,,,,13.46,14.13,12.76,15.208,12.561,12.385,12.188,,
2MASS J10210969-0304197,T3,15.346,16.253,15.126,,,,,,,,,,,,,14.16,13.8,,,,,,,,,,,,,,,,,,,,,,18.46,19.94,,,,,,,,,,,,,,,,,,,15.578,15.917,15.374,17.038,14.738,13.816,12.286,,
2MASS J10210969-0304197,T3.5,15.346,16.253,15.126,,,,,,,,,,,,,14.16,13.8,,,,,,,,,,,,,,,,,,,,,,18.46,19.94,,,,,,,,,,,,,,,,,,,15.578,15.917,15.374,17.038,14.738,13.816,12.286,,
2MASS J10212570-2830427,L2.5 INT-G,15.851,16.914,14.981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.42,,19.57,20.69,,,,,,,,,,,,,,,,,,,,,,,14.16,13.73,,,
2MASS J10215386+3704166,L0:,16.25,17.5,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.77,,19.27,20.32,,,,,,,,,,,,,,,,,,,,17.237,15.761,,15.351,15.012,12.571,,
2MASS J10221489+4114266,L0,14.022,14.901,13.608,,,,,,,,19.658647537231445,17.869274139404297,19.594087600708008,18.047773361206055,,,,,,,,,,,,,,,,,,,,,,,19.05,20.22,16.68,17.68,,,,,,,,,,,,,,,,,,,14.06,14.85,13.58,15.85,13.195,12.949,12.137,9.063,
2MASS J10224821+5825453,L1 beta,12.64,13.499,12.16,,,,,,,,18.2995662689209,16.692150115966797,18.2900447845459,16.714872360229492,,11.52,11.52,,,,,,,,,,,,,,,,,,,,17.85,20.05,15.48,16.38,23.08911,17.86563,20.22194,24.5317,15.99258,,,,,,,,,,,,,,12.695,13.396,12.131,,11.762,11.496,11.156,9.133,
2MASS J10224821+5825453,L1: FLD-G,12.64,13.499,12.16,,,,,,,,18.2995662689209,16.692150115966797,18.2900447845459,16.714872360229492,,11.52,11.52,,,,,,,,,,,,,,,,,,,,17.85,20.05,15.48,16.38,23.08911,17.86563,20.22194,24.5317,15.99258,,,,,,,,,,,,,,12.695,13.396,12.131,,11.762,11.496,11.156,9.133,
2MASS J10255227+3212349,L7: FLD-G,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.06,20.06,,,,,,,,,,,,,,,,,,,15.98,16.897,15.132,,14.35,13.969,12.174,9.176,
2MASS J10315064+3349595,L2,15.008,16.091,14.328,,,,,,,,20.976802825927734,19.318952560424805,20.904504776000977,19.37765121459961,,,,,,,,,,,,,,,,,,,,,,,20.42,,18.04,18.98,,,,,,,,,,,,,,,,,,,,15.846,14.302,,13.869,13.606,12.113,,
2MASS J10365305-3441380,L6,14.446,15.622,13.798,,,,,,,,20.876888275146484,19.136676788330078,20.850364685058594,19.192943572998047,,,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48,15.38,13.75,,12.965,12.446,11.328,8.629,
2MASS J10365305-3441380,L6.5,14.446,15.622,13.798,,,,,,,,20.876888275146484,19.136676788330078,20.850364685058594,19.192943572998047,,,12.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.48,15.38,13.75,,12.965,12.446,11.328,8.629,
2MASS J10393137+3256263,T1,15.335,16.405,15.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58,,18.43,19.87,,,,,,,,,,,,,,,,,,,,16.071,15.012,,14.257,13.555,12.367,,
2MASS J10393137+3256263,T2,15.335,16.405,15.151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.58,,18.43,19.87,,,,,,,,,,,,,,,,,,,,16.071,15.012,,14.257,13.555,12.367,,
2MASS J10430758+2225236,L8,14.725,15.965,13.991,,,,,,,,,,,,,,12.45,,,,,,,,,,,,,,,,,,,,,,18.17,19.19,,,,,,,,,,,,,,,,,,,14.819,15.861,13.99,,13.061,12.383,11.06,8.652,
2MASS J10430758+2225236,L9:,14.725,15.965,13.991,,,,,,,,,,,,,,12.45,,,,,,,,,,,,,,,,,,,,,,18.17,19.19,,,,,,,,,,,,,,,,,,,14.819,15.861,13.99,,13.061,12.383,11.06,8.652,
2MASS J10433508+1213149,L9,14.969,15.997,14.258,,,,,,,,,,,,,13.1,12.89,,,,,,,,,,,,,,,,,,,,,,18.11,19.22,,,,,,,,,,,,,,,,,,,14.91,15.865,14.212,17.049,13.47,12.915,11.72,,
2MASS J10440942+0429376,L7,14.95,15.881,14.259,,,,,,,,,,,,,,13.13,,,,,,,,,,,,,,,,,,,,21.55,,18.1,19.15,,,,,,,,,,,,,,,,,,,15.004,15.937,14.318,17.136,13.57,13.103,,,
2MASS J10452400-0149576,L1,12.352,13.16,11.78,,,,,,,,17.997819900512695,16.38809585571289,17.994436264038086,16.40934181213379,,11.2,11.25,,,,,,,,,,,,,,,,,,,,17.54,19.93,15.15,16.12,,,,,,,,,,,,,,,,,,,12.402,13.084,11.78,14.231,11.452,11.227,10.762,8.957,
2MASS J10452400-0149576,L1: FLD-G,12.352,13.16,11.78,,,,,,,,17.997819900512695,16.38809585571289,17.994436264038086,16.40934181213379,,11.2,11.25,,,,,,,,,,,,,,,,,,,,17.54,19.93,15.15,16.12,,,,,,,,,,,,,,,,,,,12.402,13.084,11.78,14.231,11.452,11.227,10.762,8.957,
2MASS J10461875+4441149,L5 pec (sl. blue),14.656,15.622,14.13,,,,,,,,20.816801071166992,19.0869140625,20.77117156982422,19.195865631103516,,,,,,,,,,,,,,,,,,,,,,,20.47,,17.76,18.83,,,,,,,,,,,,,,,,,,,,15.508,14.111,,13.537,13.313,,,
2MASS J10475385+2124234,T6.5,15.797,15.819,16.2,,,,,,,,,,,,,14.39,12.95,13.52,12.91,,,,,,,,,,,,,,,,,,,,18.37,20.11,,23.52,,,18.95,,,,,,,,,,,,,,15.83,15.458,16.2,16.44,15.35,12.972,11.724,9.17,
2MASS J10475385+2124234,T7,15.797,15.819,16.2,,,,,,,,,,,,,14.39,12.95,13.52,12.91,,,,,,,,,,,,,,,,,,,,18.37,20.11,,23.52,,,18.95,,,,,,,,,,,,,,15.83,15.458,16.2,16.44,15.35,12.972,11.724,9.17,
2MASS J10511900+5613086,L0.8,12.42,13.244,11.905,,,,,,,,18.077272415161133,16.468027114868164,18.06528663635254,16.485891342163086,,11.24,11.3,,,,,,,,,,,,,,,,,,,,17.63,19.99,15.22,16.18,,,,,,,,,,,,,,,,,,,12.495,13.18,11.884,14.31,11.538,11.278,10.782,,
2MASS J10511900+5613086,L2,12.42,13.244,11.905,,,,,,,,18.077272415161133,16.468027114868164,18.06528663635254,16.485891342163086,,11.24,11.3,,,,,,,,,,,,,,,,,,,,17.63,19.99,15.22,16.18,,,,,,,,,,,,,,,,,,,12.495,13.18,11.884,14.31,11.538,11.278,10.782,,
2MASS J10513331-1916530,L0.3 FLD-G,13.955,14.687,13.425,,,,,,,,19.629911422729492,17.744508743286133,19.79289436340332,17.790576934814453,,,,,,,,,,,,,,,,,,,,,,,18.89,21.55,16.48,17.45,,,,,,,,,,,,,,,,,,,,,,,13.081,12.821,,,
2MASS J10584787-1548172,L2.2 FLD-G,13.226,14.155,12.532,,,17.66,20.01,,,,19.251672744750977,17.587146759033203,19.241750717163086,17.686052322387695,,11.76,11.77,11.6,11.5,,,,,,23.01,,,,,,13.29,14.12,12.55,11.62,,,18.83,20.98,16.3,17.34,,,,,,,,,,,,,,,,,,,13.29,14.12,12.55,15.31,12.066,11.766,11.417,9.046,
2MASS J10584787-1548172,L3,13.226,14.155,12.532,,,17.66,20.01,,,,19.251672744750977,17.587146759033203,19.241750717163086,17.686052322387695,,11.76,11.77,11.6,11.5,,,,,,23.01,,,,,,13.29,14.12,12.55,11.62,,,18.83,20.98,16.3,17.34,,,,,,,,,,,,,,,,,,,13.29,14.12,12.55,15.31,12.066,11.766,11.417,9.046,
2MASS J10595138-2113082,L1,13.754,14.556,13.21,,,,,,,,19.50961685180664,17.80277442932129,19.494930267333984,17.92580223083496,,,,,,,,,,,,,,,,,,,,,,,19.08,21.54,16.55,17.57,,,,,,,,,,,,,,,,,,,13.821,14.502,13.195,15.623,12.937,12.634,12.017,9.254,
2MASS J10595138-2113082,L2,13.754,14.556,13.21,,,,,,,,19.50961685180664,17.80277442932129,19.494930267333984,17.92580223083496,,,,,,,,,,,,,,,,,,,,,,,19.08,21.54,16.55,17.57,,,,,,,,,,,,,,,,,,,13.821,14.502,13.195,15.623,12.937,12.634,12.017,9.254,
2MASS J10595185+3042059,T4,15.766,16.195,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.64,20.43,,,,,,,,,,,,,,,,,,,,16.035,16.074,,15.679,14.421,,,
2MASS J11000965+4957470,L3,14.19,15.28,13.47,,,,,,,,20.441064834594727,18.713699340820312,20.40003776550293,18.817256927490234,,,,,,,,,,,,,,,,,,,,,,,20.02,22.15,17.46,18.49,,,,,,,,,,,,,,,,,,,14.271,15.131,13.45,,12.961,12.621,12.246,8.947,
2MASS J11000965+4957470,L3.5,14.19,15.28,13.47,,,,,,,,20.441064834594727,18.713699340820312,20.40003776550293,18.817256927490234,,,,,,,,,,,,,,,,,,,,,,,20.02,22.15,17.46,18.49,,,,,,,,,,,,,,,,,,,14.271,15.131,13.45,,12.961,12.621,12.246,8.947,
2MASS J11001126-2718386,L1,14.569,15.445,14.176,,,,,,,,20.294466018676758,18.618946075439453,20.271230697631836,18.727331161499023,,,,,,,,,,,,,,,,,,,,,,,19.82,,17.36,18.36,,,,,,,,,,,,,,,,,,,,,,,13.751,13.572,,,
2MASS J11040127+1959217,L4,13.476,14.38,12.95,,,,,,,,19.607669830322266,17.939016342163086,19.579524993896484,17.966672897338867,,,12.11,,,,,,,,,,,,,,,,,,,,19.33,21.39,16.58,17.62,,,,,,,,,,,,,,,,,,,13.556,14.316,12.915,,12.33,12.065,11.771,9.018,
2MASS J11040127+1959217,L5.5,13.476,14.38,12.95,,,,,,,,19.607669830322266,17.939016342163086,19.579524993896484,17.966672897338867,,,12.11,,,,,,,,,,,,,,,,,,,,19.33,21.39,16.58,17.62,,,,,,,,,,,,,,,,,,,13.556,14.316,12.915,,12.33,12.065,11.771,9.018,
2MASS J11061197+2754225,T2.5,14.15,14.824,13.801,,,,,,,,20.54705047607422,,20.60897445678711,18.88573455810547,,,,,,,,,,,,,,,,,,,,,,,21.24,,17.01,18.43,,,,,,,,,,,,,,,,,,,,14.61,13.821,,13.179,12.36,11.526,,
2MASS J11083081+6830169,L1 gamma,,,,,,,,,,,18.145723342895508,16.520130157470703,18.144622802734375,16.546648025512695,,,,,,,,,,,,,,,,,,,,,,,17.76,20.1,15.22,16.24,,,,,,,,,,,,,,,,,,,12.295,13.044,11.57,,11.132,10.773,10.168,,
2MASS J11083081+6830169,L1.8: INT-G,,,,,,,,,,,18.145723342895508,16.520130157470703,18.144622802734375,16.546648025512695,,,,,,,,,,,,,,,,,,,,,,,17.76,20.1,15.22,16.24,,,,,,,,,,,,,,,,,,,12.295,13.044,11.57,,11.132,10.773,10.168,,
2MASS J11101001+0116130,T5.5,15.924,16.343,,,,,,,,,,,,,,14.71,13.88,13.43,13.21,,,,,,,,,19.15,17.27,,,,,,,,,,18.87,20.65,24.567,23.918,24.65,25.496,19.669,,,,,,,,,,,,,,16.197,16.161,16.051,17.338,15.415,13.917,12.0,9.159,
2MASS J11122567+3548131,L4.5,13.499,14.584,12.721,,,,,,,,19.985851287841797,18.132604598999023,19.981563568115234,18.271137237548828,,,,,,,,,,,,,,,,,,,,,,,19.58,21.61,16.82,17.88,,,,,,,,,,,,,,,,,,,13.55,14.455,12.66,,11.946,11.656,11.036,,
2MASS J11122567+3548131,L5: FLD-G,13.499,14.584,12.721,,,,,,,,19.985851287841797,18.132604598999023,19.981563568115234,18.271137237548828,,,,,,,,,,,,,,,,,,,,,,,19.58,21.61,16.82,17.88,,,,,,,,,,,,,,,,,,,13.55,14.455,12.66,,11.946,11.656,11.036,,
2MASS J11124910-2044315,L0.5::,14.083,14.923,13.47,,,,,,,,20.235755920410156,,20.363866806030273,18.29346466064453,,,,,,,,,,,,,,,,,,,,,,,19.4,21.9,16.98,17.94,,,,,,,,,,,,,,,,,,,,,,,13.201,12.953,,,
2MASS J11132009+3430582,L3,15.803,16.767,15.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.78,,19.13,20.17,,,,,,,,,,,,,,,,,,,,16.902,15.307,,14.663,14.371,,,
2MASS J11145133-2618235,T7.5,15.734,15.858,16.54,,,,,,15.63,,,,,,,14.19,12.35,13.22,12.25,,,,,,,,,,,,,,,,,,,,18.6,20.4,,23.69,,,19.49,,,,,,,,,,,,,,16.04,15.65,16.54,16.36,15.256,12.239,10.973,9.147,
2MASS J11145133-2618235,T8,15.734,15.858,16.54,,,,,,15.63,,,,,,,14.19,12.35,13.22,12.25,,,,,,,,,,,,,,,,,,,,18.6,20.4,,23.69,,,19.49,,,,,,,,,,,,,,16.04,15.65,16.54,16.36,15.256,12.239,10.973,9.147,
2MASS J11173691+3609359,L0:,13.46,14.269,12.963,,,,,,,,19.120290756225586,17.456209182739258,19.077381134033203,17.507308959960938,,,,,,,,,,,,,,,,,,,,,,,18.62,20.98,16.18,17.14,,,,,,,,,,,,,,,,,,,,14.175,12.96,,12.559,12.289,12.438,,
2MASS J11181292-0856106,L6,14.77,15.74,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.86,,17.72,18.8,,,,,,,,,,,,,,,,,,,14.85,15.653,14.164,16.846,13.611,13.244,12.186,,
2MASS J11181292-0856106,L6 pec (blue),14.77,15.74,14.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.86,,17.72,18.8,,,,,,,,,,,,,,,,,,,14.85,15.653,14.164,16.846,13.611,13.244,12.186,,
2MASS J11191046+0552484,L4,15.479,16.762,15.034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.56,,18.93,19.95,,,,,,,,,,,,,,,,,,,15.663,16.621,14.86,18.071,14.186,13.864,,,
2MASS J11220826-3512363,T2,14.358,15.019,14.383,,,,,,,,20.979705810546875,18.98052406311035,20.964580535888672,19.164386749267578,,13.22,12.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.83,,,13.906,12.832,11.787,,
2MASS J11260310+4819256,L5,,17.2,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.4,20.43,,,,,,,,,,,,,,,,,,,,17.206,15.562,,15.022,14.887,,,
2MASS J11263991-5003550,L4.5,13.284,14.0,12.829,,,,,,,,19.10384178161621,17.39023780822754,19.100452423095703,17.46283531188965,,11.83,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.371,13.86,12.806,,12.26,11.961,11.584,,
2MASS J11263991-5003550,L6.5:: pec,13.284,14.0,12.829,,,,,,,,19.10384178161621,17.39023780822754,19.100452423095703,17.46283531188965,,11.83,11.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.371,13.86,12.806,,12.26,11.961,11.584,,
2MASS J11271382-3735076,L0.6 VL-G,15.568,16.469,15.229,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.425,14.032,,,
2MASS J11391441-4321106,L2.5,15.459,16.489,14.936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.712,14.464,,,
2MASS J11463449+2230527,L3,13.182,14.165,12.59,,,,,,,,19.533966064453125,17.648826599121094,19.519485473632812,17.632164001464844,,,,,,,,,,,,,,,,,,,,,,,18.87,21.2,16.35,17.37,,,,,,,,,,,,,,,,,,,13.21,14.067,12.518,,12.032,11.732,11.183,,
2MASS J11472421-2040204,L7: red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88,21.06,,,,,,,,,,,,,,,,,,,16.12,17.44,14.745,18.866,13.677,13.088,,,
2MASS J11533966+5032092,L0.3,13.305,14.189,12.851,,,,,,,,18.896591186523438,17.2182559967041,18.89217185974121,17.277179718017578,,,,,,,,,,,,,,,,,,,,,,,18.43,20.89,16.0,16.99,,,,,,,,,,,,,,,,,,,13.372,14.012,12.84,,12.506,12.275,11.799,,
2MASS J11533966+5032092,L1:,13.305,14.189,12.851,,,,,,,,18.896591186523438,17.2182559967041,18.89217185974121,17.277179718017578,,,,,,,,,,,,,,,,,,,,,,,18.43,20.89,16.0,16.99,,,,,,,,,,,,,,,,,,,13.372,14.012,12.84,,12.506,12.275,11.799,,
2MASS J11544223-3400390,L0 beta,13.331,14.2,12.85,,,,,,,,19.150114059448242,,19.19122886657715,17.601520538330078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.406,14.146,12.824,15.277,12.32,12.037,11.369,9.548,
2MASS J11544223-3400390,L0.8 INT-G,13.331,14.2,12.85,,,,,,,,19.150114059448242,,19.19122886657715,17.601520538330078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.406,14.146,12.824,15.277,12.32,12.037,11.369,9.548,
2MASS J11550087+2307058,L4,14.7,15.848,14.08,,,,,,,,21.160381317138672,,21.02716064453125,19.579177856445312,,,,,,,,,,,,,,,,,,,,,,,20.66,22.94,18.06,19.12,,,,,,,,,,,,,,,,,,,,15.713,14.09,,13.436,13.163,12.582,,
2MASS J11553952-3727350,L2,12.04,12.811,11.462,,,,,16.177,12.768,11.397,17.647075653076172,16.04442596435547,17.651451110839844,16.080036163330078,,10.74,10.75,10.58,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07,12.73,11.43,13.906,11.04,10.733,10.232,9.321,
2MASS J11553952-3727350,L2.3,12.04,12.811,11.462,,,,,16.177,12.768,11.397,17.647075653076172,16.04442596435547,17.651451110839844,16.080036163330078,,10.74,10.75,10.58,10.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.07,12.73,11.43,13.906,11.04,10.733,10.232,9.321,
2MASS J11555389+0559577,L6.8 FLD-G,14.703,15.66,14.118,,,,,,,,,,,,,12.83,12.83,,,,,,,,,,,,,,,,,,,,21.1,,17.86,18.87,,,,,,,,,,,,,,,,,,,14.749,15.72,14.109,16.928,13.298,12.895,11.968,,
2MASS J12043036+3212595,L0,13.091,13.818,12.515,,,,,,,,18.6228084564209,16.997758865356445,18.6359920501709,17.047863006591797,,,,,,,,,,,,,,,,,,,,,,22.55,18.2,20.48,15.77,16.72,,,,,,,,,,,,,,,,,,,13.157,13.775,12.517,,12.209,11.975,11.524,,
2MASS J12070374-3151298,L2.5,14.719,15.85,13.997,,,,,,,,20.87826156616211,19.169048309326172,20.80208396911621,19.29894256591797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.795,15.798,13.98,17.058,13.568,13.277,12.84,9.27,
2MASS J12070374-3151298,L3:,14.719,15.85,13.997,,,,,,,,20.87826156616211,19.169048309326172,20.80208396911621,19.29894256591797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.795,15.798,13.98,17.058,13.568,13.277,12.84,9.27,
2MASS J12073804-3909050,L0.9,13.817,14.69,13.244,,,,,,,,19.63817596435547,18.022844314575195,19.629350662231445,18.075143814086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,14.638,13.224,15.769,12.846,12.572,12.339,,
2MASS J12073804-3909050,L2:,13.817,14.69,13.244,,,,,,,,19.63817596435547,18.022844314575195,19.629350662231445,18.075143814086914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.89,14.638,13.224,15.769,12.846,12.572,12.339,,
2MASS J12074717+0244249,L8,14.561,15.58,13.986,,,,,,,,21.198410034179688,,21.146015167236328,19.681541442871094,,12.86,12.73,,,,,,,,,,,,,,,,,12.62,,,21.37,,17.73,18.87,25.28989,21.43468,24.5437,26.22103,18.38516,14.63,15.38,14.16,,,,,,,,,,,14.71,15.455,14.187,16.616,13.397,12.784,11.397,8.83,
2MASS J12074717+0244249,T0,14.561,15.58,13.986,,,,,,,,21.198410034179688,,21.146015167236328,19.681541442871094,,12.86,12.73,,,,,,,,,,,,,,,,,12.62,,,21.37,,17.73,18.87,25.28989,21.43468,24.5437,26.22103,18.38516,14.63,15.38,14.16,,,,,,,,,,,14.71,15.455,14.187,16.616,13.397,12.784,11.397,8.83,
2MASS J12074836-3900043,L0 gamma,14.608,15.494,14.04,,,,,,,,20.613929748535156,18.935482025146484,20.588125228881836,18.986709594726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,15.509,14.027,15.676,13.622,13.204,12.899,8.871,
2MASS J12074836-3900043,L1: VL-G,14.608,15.494,14.04,,,,,,,,20.613929748535156,18.935482025146484,20.588125228881836,18.986709594726562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,15.509,14.027,15.676,13.622,13.204,12.899,8.871,
2MASS J12095613-1004008,T3,15.329,15.914,15.062,,,,,,,,,,,,,13.94,13.45,,,,,,,,,,,,,,,,,,,,,,18.16,19.81,,,,,,,,,,,,,,,,,,,15.24,15.55,15.17,16.56,14.674,13.51,12.015,,
2MASS J12095613-1004008,T3.5,15.329,15.914,15.062,,,,,,,,,,,,,13.94,13.45,,,,,,,,,,,,,,,,,,,,,,18.16,19.81,,,,,,,,,,,,,,,,,,,15.24,15.55,15.17,16.56,14.674,13.51,12.015,,
2MASS J12123389+0206280,L1,15.002,16.128,14.192,,,,,,,,20.759794235229492,19.122024536132812,20.71518325805664,19.232437133789062,,,,,,,,,,,,,,,,,,,,,,,20.18,22.26,17.92,18.82,,,,,,,,,,,,,,,,,,,15.007,15.819,14.33,16.966,14.01,13.841,12.343,8.444,
2MASS J12130336-0432437,L4.2,13.648,14.683,13.014,,,,,,,,19.884262084960938,18.132144927978516,19.85601043701172,18.296552658081055,,12.01,12.07,,,,,,,,,,,,,,,,,,,,19.61,21.64,16.85,17.89,,,,,,,,,,,,,,,,,,,13.66,14.54,12.997,,12.347,12.053,11.052,8.214,
2MASS J12130336-0432437,L5,13.648,14.683,13.014,,,,,,,,19.884262084960938,18.132144927978516,19.85601043701172,18.296552658081055,,12.01,12.07,,,,,,,,,,,,,,,,,,,,19.61,21.64,16.85,17.89,,,,,,,,,,,,,,,,,,,13.66,14.54,12.997,,12.347,12.053,11.052,8.214,
2MASS J12154430-3420594,T4.5,15.809,16.236,16.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.71,16.24,16.082,17.537,15.957,14.379,,,
2MASS J12162161+4456340,L5,15.661,16.345,15.015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.61,,18.68,19.74,,,,,,,,,,,,,,,,,,,,16.426,15.046,,14.382,14.168,12.686,,
2MASS J12171110-0311131,T7,15.748,15.86,15.92,,,,,,,,,,,,,14.19,13.23,13.34,12.95,,,,,,,,,,16.73,,,,,,,,,,18.54,20.34,25.23,22.87,23.92,23.2,19.34,,,,,,,,,,,,,,15.971,15.537,15.92,16.799,15.288,13.197,11.688,8.929,
2MASS J12171110-0311131,T7.5,15.748,15.86,15.92,,,,,,,,,,,,,14.19,13.23,13.34,12.95,,,,,,,,,,16.73,,,,,,,,,,18.54,20.34,25.23,22.87,23.92,23.2,19.34,,,,,,,,,,,,,,15.971,15.537,15.92,16.799,15.288,13.197,11.688,8.929,
2MASS J12171942-4830012,L1,15.62,16.479,14.853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.68,14.534,,,
2MASS J12172372-0237369,L4,15.81,16.897,14.993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.08,,19.29,20.26,,,,,,,,,,,,,,15.938,16.839,15.178,18.288,,,,,,14.515,14.226,,,
2MASS J12195156+3128497,L8,14.907,15.913,14.305,,,,,,,,,,,,,13.04,12.91,,,,,,,,,,,,,,,,,,,,,,18.18,19.34,,,,,,,,,,,,,,,,,,,15.025,15.951,14.363,17.146,13.529,12.953,11.72,,
2MASS J12212770+0257198,L0,12.41,13.169,11.953,,,,,,,,17.859573364257812,16.22738265991211,17.864030838012695,16.271636962890625,,,,,,,,,,,,,,,,,,,,,,21.83,17.44,19.84,14.99,15.96,,,,,,,,,,,,,,,,,,,12.438,13.072,11.912,14.121,11.63,11.347,10.829,8.32,
2MASS J12255432-2739466,T6,15.098,15.26,15.073,,,,,,,,,,,,,13.9,12.75,,,,,,,,,,,,,,,,,,,,,,17.7,19.36,,,,,,,,,,,,,,,,,,,15.17,14.88,15.28,15.84,14.743,12.87,11.157,,
