source,spectral_type_string,2MASS.H,2MASS.J,2MASS.Ks,ACAM.i,ACAM.z,Cousins.I,Cousins.R,DENIS.I,DENIS.J,DENIS.Ks,GAIA2.G,GAIA2.Grp,GAIA3.G,GAIA3.Grp,GALEX.NUV,IRAC.I1,IRAC.I2,IRAC.I3,IRAC.I4,JWST/MIRI.F1000W,JWST/MIRI.F1280W,JWST/MIRI.F1500W,JWST/MIRI.F1800W,JWST/MIRI.F2100W,Johnson.V,MIPS.24mu,NACO.Lp,NICMOS1.F090M,NICMOS1.F110W,NIRI.Y,NSFCam.H,NSFCam.J,NSFCam.K,NSFCam.Lp,NSFCam.Mp,PAN-STARRS/PS1.g,PAN-STARRS/PS1.i,PAN-STARRS/PS1.r,PAN-STARRS/PS1.y,PAN-STARRS/PS1.z,SDSS.g,SDSS.i,SDSS.r,SDSS.u,SDSS.z,UFTI.H,UFTI.J,UFTI.K,UFTI.Y,UKIDSS.H,UKIDSS.J,UKIDSS.K,UKIDSS.Y,VISTA.H,VISTA.J,VISTA.Ks,VISTA.Y,VisAO.Ys,WFCAM.H,WFCAM.J,WFCAM.K,WFCAM.Y,WISE.W1,WISE.W2,WISE.W3,WISE.W4,Wircam.Y
CFBDS J193430.36-214221.0,T3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.26,20.58,,,,,,,,,,,,,,,,,,,16.39,16.66,16.31,17.98,15.988,15.133,,,17.98
CFBDS J203737.07-192202.9,T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.8,18.72,17.15,19.88,16.09,15.381,,,19.88
CFBDS J203841.41-185012.3,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.19,,,,,,,,,,,,,,,,,,,,,,,,,,17.631,17.226,,,
CFBDS J204803.61-183212.7,T4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31,20.79,,,,,,,,,,,,,,,,,,,16.55,16.67,16.6,17.75,15.991,14.551,,,17.75
CFBDS J212243.69+042941.9,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.42,21.65,,,,,,,,,,,,,,,,,,,,17.826,16.91,,16.392,15.822,,,
CFBDS J212702.19+002344.7,T3.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.53,17.98,17.29,19.07,16.951,15.897,,,19.07
CFBDS J214139.77-033739.0,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.02,22.08,,,,,,,,,,,,,,,,,,,,,,,16.38,15.855,,,
CFBDS J221336.00-000333.0,T1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.769,18.55,17.895,19.718,17.028,16.363,,,
CFBDS J223856.30+034947.0,T2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.62,18.157,17.3,19.23,17.075,16.027,,,19.23
CFBDS J232304.41-015232.3,T6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.9,,,,,,,,,,,,,,,,,,,,17.46,17.23,17.3,18.3,16.573,15.099,,,18.3
CFBDS J232449.19-045736.5,T4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.987,16.816,,,
CFBDS J232620.21-025643.7,T3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26,21.81,,,,,,,,,,,,,,,,,,,17.42,17.79,17.1,19.26,16.688,16.01,12.479,,19.26
CFBDS J233051.24-084454.6,T0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.49,20.58,,,,,,,,,,,,,,,,,,,,,,,14.585,14.038,,,
CFBDSIR J145829+101343,T8.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12,19.66,20.6,20.588,18.912,15.695,,,
CFBDSIR J145829+101343,T9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.12,19.66,20.6,20.588,18.912,15.695,,,
CFBDSIR J214947.2-040308.9,T7,,,,,,,,,,,,,,,,18.59,17.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.88,19.48,19.34,20.83,18.536,16.628,,,20.83
CFHT-Hy-20,T2.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.23,20.82,,,,,,,,,,,,,,,,,,,16.51,16.87,16.199,,15.613,14.811,,,18.11
CFHT-Hy-21,T1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.66,21.92,,,,,,,,,,,,,,,,,,,,18.343,16.555,,15.343,14.921,,,
CFHT-IC 348-1,L0,,,,,,,,,,,,,,,,15.79,15.48,,,,,,,,,,,,,,,,,,,,,,20.92,21.85,,,,,,,,,,,,,,,,,,,17.662,18.564,16.895,,16.279,16.116,,,
CFHT-IC 348-22,L0,,,,,,,,,,,,,,,,14.92,14.45,,,,,,,,,,,,,,,,,,,,,,20.05,21.32,,,,,,,,,,,,,,,,,,,16.68,17.612,15.766,18.787,15.222,14.612,10.951,,
CFHT-IC 348-27,L0,,,,,,,,,,,,,,,,15.48,15.28,,,,,,,,,,,,,,,,,,,,,,20.36,21.93,,,,,,,,,,,,,,,,,,,17.206,18.139,16.355,19.297,15.486,15.118,11.1,,
CFHT-IC 348-29,L0,,,,,,,,,,,,,,,,15.29,14.9,,,,,,,,,,,,,,,,,,,,,,20.76,21.98,,,,,,,,,,,,,,,,,,,17.267,18.287,16.467,19.947,15.784,15.058,,,
CFHT-IC 348-6,L0,,,,,,,,,,,,,,,,15.19,15.02,,,,,,,,,,,,,,,,,,,,,,20.19,21.35,,,,,,,,,,,,,,,,,,,16.905,17.825,16.068,19.134,,,,,
CWISE J002727.44-012101.7,T9,,,,,,,,,,,,,,,,17.35,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.64,,,18.201,15.215,,,
CWISE J004143.77-401929.9,T8 pec,,,,,,,,,,,,,,,,16.13,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.393,,,,,,,,17.037,15.016,12.356,,
CWISE J004311.24-382225.0,T8.5,,,,,,,,,,,,,,,,17.09,15.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.994,15.27,,,
CWISE J011952.82-450231.2,T8,,,,,,,,,,,,,,,,16.25,14.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.513,17.122,,,,,,,,17.126,,,,
CWISE J014308.73-703359.1,T7.5,,,,,,,,,,,,,,,,16.64,14.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.73,,,17.406,,,,
CWISE J014837.51-104805.6,T8.5,,,,,,,,,,,,,,,,16.47,14.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.14,,,16.852,14.568,12.691,,
CWISE J022737.75+083008.8,L5 blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.376,16.029,14.908,17.286,14.214,13.762,,,
CWISE J041102.41+471422.6,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.113,17.667,,,17.057,,,,
CWISE J042455.69+000221.5,T9,,,,,,,,,,,,,,,,17.64,15.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.67,,,19.666,15.528,,,
CWISE J043309.36+100902.3,T8,,,,,,,,,,,,,,,,16.93,15.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.941,,,18.007,,,,
CWISE J080556.14+515330.4,T7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.08,,,17.014,14.357,,,
CWISE J084506.51-330532.7,T7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.853,,,,,,,,17.433,14.447,,,
CWISE J091105.02+214645.1,T9,,,,,,,,,,,,,,,,16.11,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.88,17.48,18.198,,17.39,14.613,,,
CWISE J092503.20-472013.8,T8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.234,15.298,,,
CWISE J105512.11+544328.3,T8,,,,,,,,,,,,,,,,16.22,14.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.332,14.371,11.553,,
CWISE J112106.36-623221.5,T7,,,,,,,,,,,,,,,,16.47,15.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.131,,,
CWISE J113833.47+721207.8,T7.5,,,,,,,,,,,,,,,,16.4,14.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.89,17.51,,,17.535,14.803,,,
CWISE J114120.42-211024.5,T9,,,,,,,,,,,,,,,,17.58,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.707,,,,,,,,18.899,15.478,,,
CWISE J120502.74-180215.5,T8,,,,,,,,,,,,,,,,16.72,14.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.918,,18.914,,,,,,17.795,15.016,,,
CWISE J141127.70-481153.4,T6.5,,,,,,,,,,,,,,,,,14.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.79,,,16.638,14.358,,,
CWISE J153143.38-330657.3,T9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.66,,,18.986,14.995,,,
CWISE J153347.50+175306.7,T8,,,,,,,,,,,,,,,,16.8,15.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.59,18.21,,,18.051,14.974,,,
CWISE J183207.94-540943.3,T7,,,,,,,,,,,,,,,,,14.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.04,,,16.575,14.437,12.607,,
CWISE J192537.88+290159.0,T8.5,,,,,,,,,,,,,,,,16.58,14.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.01,,,17.172,14.479,,,
CWISE J193824.10+350025.0,T8,,,,,,,,,,,,,,,,17.06,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.69,,,17.426,15.366,,,
CWISE J200304.70-142228.9,L0 beta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.57,15.23,13.98,,13.709,13.385,,,
CWISE J205701.64-170407.3,T8.5,,,,,,,,,,,,,,,,17.1,15.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.58,,19.618,,,,,,18.48,15.195,,,
CWISEP J000229.93+635217.0,T7.5,,,,,,,,,,,,,,,,17.35,15.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.208,15.733,,,
CWISEP J001146.07-471306.8,T8.5,,,,,,,,,,,,,,,,17.74,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J003507.77-153233.8,T8,,,,,,,,,,,,,,,,17.11,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J004158.35+381811.9,T8,,,,,,,,,,,,,,,,17.82,16.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J010527.69-783419.3,T9,,,,,,,,,,,,,,,,17.29,15.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.84,,,18.911,15.119,,,
CWISEP J021243.55+053147.2,Y1,,,,,,,,,,,,,,,,18.93,16.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J022122.41-564125.0,T8,,,,,,,,,,,,,,,,17.39,15.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J023842.60-133210.7,Y1,,,,,,,,,,,,,,,,19.06,16.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.46,,,,16.324,,,
CWISEP J031935.50-041231.7,T9.5,,,,,,,,,,,,,,,,18.84,16.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J032109.59+693204.5,Y0.5,,,,,,,,,,,,,,,,18.56,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16,,,,15.991,,,
CWISEP J034514.82+173528.1,T8.5,,,,,,,,,,,,,,,,17.42,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J040106.67+085748.5,T8.5,,,,,,,,,,,,,,,,17.6,15.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J040235.55-265145.4,Y1,,,,,,,,,,,,,,,,18.17,15.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.121,,,,,,,,17.995,15.583,,,
CWISEP J040351.00-491605.6,T8.5,,,,,,,,,,,,,,,,18.12,16.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J042404.54+665011.2,T8,,,,,,,,,,,,,,,,17.41,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J044719.61+202158.1,T9,,,,,,,,,,,,,,,,17.9,15.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J052346.34-545314.7,T9.5,,,,,,,,,,,,,,,,18.56,16.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J053644.82-305539.3,T9.5,,,,,,,,,,,,,,,,17.84,15.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.82,,,19.589,15.645,,,
CWISEP J063428.10+504925.9,Y0,,,,,,,,,,,,,,,,18.37,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.52,,,18.709,15.888,,,
CWISEP J085908.26+152527.1,T8,,,,,,,,,,,,,,,,17.11,15.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,,,17.691,,,,
CWISEP J085938.95+534908.7,Y0,,,,,,,,,,,,,,,,18.51,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.7,,,,16.009,,,
CWISEP J093236.66-180029.3,T8.5,,,,,,,,,,,,,,,,17.71,15.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J093852.89+063440.6,Y0,,,,,,,,,,,,,,,,18.44,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.69,21.03,18.79,,17.843,15.882,,,
CWISEP J094005.50+523359.2,Y1,,,,,,,,,,,,,,,,18.52,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.26,,,,15.913,12.447,,
CWISEP J100629.01+105408.5,T8.5,,,,,,,,,,,,,,,,17.62,15.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J102201.27+145520.2,T8.5,,,,,,,,,,,,,,,,17.77,15.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.76,,,,15.766,,,
CWISEP J103453.14+161228.0,T7.5,,,,,,,,,,,,,,,,16.59,14.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.68,,,17.702,,,,
CWISEP J104104.20+221613.6,T9.5,,,,,,,,,,,,,,,,18.92,16.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J104446.56+001754.9,T9,,,,,,,,,,,,,,,,18.08,15.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J104756.81+545741.6,Y0,,,,,,,,,,,,,,,,18.73,16.26,,,14.155,,13.233,13.097,13.141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.83,,,,16.177,,,
CWISEP J124138.41-820051.9,T8.5,,,,,,,,,,,,,,,,17.37,15.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.44,,,,15.293,,,
CWISEP J131221.97-310845.7,T8,,,,,,,,,,,,,,,,17.69,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J131252.97+341746.5,T7.5,,,,,,,,,,,,,,,,18.1,16.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J135937.65-435226.9,Y0,,,,,,,,,,,,,,,,18.17,15.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.31,,,19.005,16.046,,,
CWISEP J143439.23-134421.4,T9,,,,,,,,,,,,,,,,18.27,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J144606.62-231717.8,Y1,,,,,,,,,,,,,,,,18.91,15.92,,,13.672,,12.461,12.225,12.176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.36,,,,15.955,,,
CWISEP J145837.91+173450.1,T8,,,,,,,,,,,,,,,,17.11,15.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.39,,,18.732,15.37,,,
CWISEP J153859.39+482659.1,T9.5,,,,,,,,,,,,,,,,18.08,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.26,,,18.038,15.744,,,
CWISEP J160311.60-104620.4,T8,,,,,,,,,,,,,,,,17.33,15.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J161822.86-062310.2,T8.5,,,,,,,,,,,,,,,,17.61,15.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J193518.58-154620.3,Y1,,,,,,,,,,,,,,,,18.51,15.53,,,13.74,13.126,,12.107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,18.754,15.792,,,
CWISEP J201146.45-481259.7,Y0,,,,,,,,,,,,,,,,17.81,15.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.05,20.08,,,17.767,15.334,,,
CWISEP J203821.53-064930.9,T9.5,,,,,,,,,,,,,,,,17.88,15.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.35,,,,,,,,19.332,15.962,,,
CWISEP J210007.87-293139.8,T9.5,,,,,,,,,,,,,,,,18.35,15.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.31,,,,15.891,,8.921,
CWISEP J213249.05+690113.7,T8.5,,,,,,,,,,,,,,,,17.24,15.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.45,,,17.814,,,,
CWISEP J213838.74-313808.5,T8,,,,,,,,,,,,,,,,16.92,15.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.49,,,17.76,,,,
CWISEP J213930.45+042721.6,T9,,,,,,,,,,,,,,,,17.92,15.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.44,,,,15.843,,,
CWISEP J215841.50+732842.7,T8,,,,,,,,,,,,,,,,16.93,15.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J223022.60+254907.5,Y1,,,,,,,,,,,,,,,,19.12,16.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.16,,,18.672,16.227,,,
CWISEP J223138.55-383057.2,T8.5,,,,,,,,,,,,,,,,18.02,16.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J224916.17+371551.4,T9.5,,,,,,,,,,,,,,,,18.53,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J225059.28-432057.2,T8,,,,,,,,,,,,,,,,18.03,16.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J225109.50-074037.7,T8,,,,,,,,,,,,,,,,16.87,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J225628.97+400227.3,Y1,,,,,,,,,,,,,,,,18.82,15.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.7,,,18.774,15.856,,,
CWISEP J230158.30-645858.3,T8.5,,,,,,,,,,,,,,,,17.27,15.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.51,,,18.087,,,,
CWISEP J235130.42-185800.2,T8.5,,,,,,,,,,,,,,,,17.62,15.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CWISEP J235547.99+380438.9,Y0,,,,,,,,,,,,,,,,18.44,15.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.28,,,19.332,15.936,,,
CWISEP J235644.78-481456.3,Y0.5,,,,,,,,,,,,,,,,18.73,16.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.14,21.77,,,18.843,16.066,,,
Cha 130540-773958,L0::,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71,17.75,,,14.992,14.38,12.507,,
Cha 130540-773958,L1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.71,17.75,,,14.992,14.38,12.507,,
Cl* Melotte 22 ROQUE 25,L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.74,,20.06,21.09,,,,,,,,,,,,,,,,,,,16.861,17.714,16.215,18.936,15.865,15.291,12.49,8.604,
DENIS J0006579-643654,L0,12.66,13.385,12.17,,,,,,,,18.206958770751953,16.516803741455078,18.233936309814453,16.573251724243164,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.715,11.424,11.063,,
DENIS J0116529-645557,L1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.845,12.591,11.945,,
DENIS J0224120-763320,L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.479,13.232,12.487,,
DENIS J0230450-095305,L0,13.91,14.82,13.403,,,,,,,,19.658462524414062,18.076663970947266,19.614591598510742,18.06385040283203,,,,,,,,,,,,,,,,,,,,,,,19.15,21.55,16.75,17.73,,,,,,,,,,,,,,,,,,,13.98,14.772,13.384,15.904,12.941,12.72,11.805,,
DENIS J0230450-095305,L0.9,13.91,14.82,13.403,,,,,,,,19.658462524414062,18.076663970947266,19.614591598510742,18.06385040283203,,,,,,,,,,,,,,,,,,,,,,,19.15,21.55,16.75,17.73,,,,,,,,,,,,,,,,,,,13.98,14.772,13.384,15.904,12.941,12.72,11.805,,
DENIS J031433.1-462339,L2,13.92,14.753,13.338,,,,,,,,19.5550537109375,17.867828369140625,19.53213119506836,17.96227264404297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.008,12.749,12.285,,
DENIS J1004403-131818,L1:,13.883,14.685,13.357,,,,,,,,19.86562728881836,18.22306251525879,19.840518951416016,18.259565353393555,,,,,,,,,,,,,,,,,,,,,,,19.44,21.47,16.86,17.89,,,,,,,,,,,,,,,,,,,13.93,14.62,13.34,,12.766,12.5,12.176,,
DENIS J1013-7842,L3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.72,,,11.321,11.026,10.559,,
DENIS J1019245-270717,L0.5,12.906,13.526,12.471,,,,,,,,18.19550323486328,16.57761001586914,18.16128921508789,16.61186981201172,,,,,,,,,,,,,,,,,,,,,,,17.78,,15.32,16.27,,,,,,,,,,,,,,,,,,,12.971,13.5,12.446,14.419,12.256,11.964,11.337,,
DENIS J1206501-393725,L1.9,13.598,14.316,13.094,,,,,,,,19.166973114013672,17.527729034423828,19.1685733795166,17.608619689941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67,14.258,13.075,15.337,12.785,12.526,11.969,,
DENIS J1206501-393725,L2,13.598,14.316,13.094,,,,,,,,19.166973114013672,17.527729034423828,19.1685733795166,17.608619689941406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.67,14.258,13.075,15.337,12.785,12.526,11.969,,
DENIS J1707252-013809,L0.5,13.566,14.289,13.067,,,,,,,,19.26132583618164,17.59125328063965,19.2523193359375,17.647838592529297,,,,,,,,,,,,,,,,,,,,,,,18.85,21.37,16.29,17.33,,,,,,,,,,,,,,,,,,,13.63,14.232,13.052,15.323,12.596,12.365,12.247,,
DENIS J1707252-013809,L1.0,13.566,14.289,13.067,,,,,,,,19.26132583618164,17.59125328063965,19.2523193359375,17.647838592529297,,,,,,,,,,,,,,,,,,,,,,,18.85,21.37,16.29,17.33,,,,,,,,,,,,,,,,,,,13.63,14.232,13.052,15.323,12.596,12.365,12.247,,
DENIS J2013108-124244,L0.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12,21.57,16.69,17.65,,,,,,,,,,,,,,,,,,,13.946,14.628,13.278,15.746,12.972,12.698,11.737,,
DENIS J2013108-124244,L1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.12,21.57,16.69,17.65,,,,,,,,,,,,,,,,,,,13.946,14.628,13.278,15.746,12.972,12.698,11.737,,
DENIS J2139136-352950,L0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.828,14.523,13.289,15.574,12.887,12.619,12.617,,
DENIS J2139136-352950,L2.1:,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.828,14.523,13.289,15.574,12.887,12.619,12.617,,
