source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
SDSS J16585026+1820006,L0,70.0,14.909,15.484,14.572,14.067,13.78
SDSS J16585026+1820006,L0.9,70.9,14.909,15.484,14.572,14.067,13.78
SDSS J170219.44+385841.2,L1,71.0,15.95,16.89,15.166,15.255,15.059
SDSS J170302.52+355824.3,L0,70.0,14.405,15.068,13.966,13.71,13.467
SDSS J170310.64+252521.4,L0,70.0,16.459,16.632,15.761,15.406,15.119
SDSS J170316.71+190636.0,L0,70.0,14.096,14.916,13.651,13.343,13.041
SDSS J171049.35+332325.2,L0,70.0,14.541,15.13,14.083,13.806,13.507
SDSS J171147.17+233130.5,L3.5:,73.5,15.958,16.815,15.212,14.668,14.353
SDSS J172533.04+553332.5,L0,70.0,15.725,16.623,15.526,15.062,14.788
SDSS J172822.19+584509.9,L1,71.0,15.499,16.395,,14.609,14.404
SDSS J173101.41+531047.9,L6:,76.0,15.484,16.374,14.854,14.094,13.761
SDSS J175024.01+422237.8,T2,82.0,15.415,16.467,15.482,14.759,14.016
SDSS J175805.46+463311.9,T6.5,86.5,16.254,16.152,15.465,15.624,13.834
SDSS J204317.69-155103.4,L9,79.0,16.054,16.625,15.402,14.74,14.237
SDSS J205755.92-005006.7,L0,70.0,14.226,14.974,13.77,13.499,13.296
SDSS J211846.77-001044.6,L1,71.0,15.618,16.204,15.071,14.83,14.697
SDSS J211846.77-001044.6,L2.2:,72.2,15.618,16.204,15.071,14.83,14.697
SDSS J213352.72+101841.0,L5:,75.0,15.833,16.878,15.236,14.782,14.578
SDSS J214527.82-073434.1,L0,70.0,14.918,15.588,14.305,14.011,13.816
SDSS J215125.92-000200.7,L0,70.0,15.089,15.75,14.856,14.409,14.172
SDSS J220517.48-003710.3,L0,70.0,16.24,16.819,15.46,15.218,15.081
SDSS J222000.97+121436.5,L0,70.0,16.08,16.436,,14.913,14.665
SDSS J225913.88-005158.2,L1.6,71.6,15.315,16.357,14.651,14.32,14.07
SDSS J225913.88-005158.2,L2,72.0,15.315,16.357,14.651,14.32,14.07
SDSS J232804.58-103845.7,L3.5,73.5,15.841,17.005,15.083,14.624,14.317
SDSS J233129.35+155222.5,L0,70.0,14.196,15.057,14.0,13.461,13.198
SDSS J233358.42+005012.1,L0,70.0,14.398,15.013,13.841,13.538,13.242
SDSS J233526.42+081721.3,L0,70.0,13.946,14.723,13.38,13.093,12.778
SDSS J233615.99+004253.4,L0,70.0,15.707,17.077,15.286,15.081,14.856
SDSS J234759.77-001546.9,L0,70.0,16.15,16.404,,15.581,15.411
SDSS J235841.98+000622.0,L1.5,71.5,16.523,17.172,15.622,15.409,15.15
SDSSp J005406.55-003101.8,L1,71.0,14.891,15.731,14.38,14.001,13.749
SDSSp J005406.55-003101.8,L2.2,72.2,14.891,15.731,14.38,14.001,13.749
SDSSp J030321.24-000938.2,L0,70.0,15.609,16.12,14.88,14.666,14.458
SDSSp J032817.38+003257.2,L2.5:,72.5,14.975,15.988,14.161,13.643,13.349
SDSSp J032817.38+003257.2,L3,73.0,14.975,15.988,14.161,13.643,13.349
SDSSp J033017.77+000047.8,L0:,70.0,15.881,16.52,15.525,15.255,14.996
SDSSp J033035.13-002534.5,L4,74.0,14.42,15.311,13.837,13.281,13.059
SDSSp J033035.13-002534.5,L6.5,76.5,14.42,15.311,13.837,13.281,13.059
SDSSp J041320.38-011424.9,L0.5,70.5,14.657,15.303,14.135,13.78,13.541
SDSSp J104325.10+000148.2,L3,73.0,15.208,15.935,14.472,14.133,13.84
SDSSp J125737.26-011336.1,L4,74.0,14.722,15.941,14.123,13.514,13.239
SDSSp J125737.26-011336.1,L5,75.0,14.722,15.941,14.123,13.514,13.239
SDSSp J131415.52-000848.1,L3.5:,73.5,16.168,16.62,15.295,14.803,14.588
SDSSp J144001.82+002145.8,L1,71.0,15.08,15.948,14.598,14.112,13.856
SDSSp J144600.60+002452.0,L5,75.0,14.514,15.894,13.935,13.238,12.944
SDSSp J144600.60+002452.0,L6,76.0,14.514,15.894,13.935,13.238,12.944
SDSSp J164010.59+003721.8,L0,70.0,15.694,16.53,15.184,15.176,14.91
SDSSp J225529.09-003433.4,L0:,70.0,14.756,15.65,14.437,14.033,13.828
SIMP J013656.5+093347.3,T2,82.0,12.771,13.455,12.562,11.944,11.001
SIMP J013656.5+093347.3,T2.5,82.5,12.771,13.455,12.562,11.944,11.001
SIMP J1501530-013506,L4.5,74.5,14.952,16.081,14.257,13.526,13.21
SIMP J1619275+031350,T2.5,82.5,15.022,15.454,15.015,14.267,13.236
SIPS J0050-1538,L0.5,70.5,13.077,13.779,12.647,12.337,12.09
SIPS J0050-1538,L1:,71.0,13.077,13.779,12.647,12.337,12.09
SIPS J0058-0651,L0,70.0,13.444,14.311,12.904,12.545,12.248
SIPS J0058-0651,L0.6 INT-G,70.6,13.444,14.311,12.904,12.545,12.248
SIPS J0614-2019,L2,72.0,13.901,14.783,13.375,13.03,12.777
SSSPM J0134-6315,L0,70.0,14.018,14.513,13.704,13.486,13.271
SSSPM J0829-1309,L2,72.0,11.851,12.8,11.297,11.04,10.801
SSSPM J0829-1309,L2:,72.0,11.851,12.8,11.297,11.04,10.801
SSSPM J2307-5009,L0.5,70.5,12.7,13.386,12.24,11.908,11.61
SSSPM J2356-3426,L0.5,70.5,12.376,12.947,11.965,11.635,11.32
SSSPM J2400-2008,L1,71.0,13.623,14.382,13.248,12.936,12.627
ULAS J031451.72+045346.2,L5.5,75.5,16.182,17.689,15.805,14.813,14.442
ULAS J034150.21+042324.9,L5,75.0,15.983,16.984,15.226,14.553,14.267
ULAS J093930.74+065309.8,L5,75.0,15.522,16.784,15.102,14.582,14.342
ULAS J122325.69+044827.6,L5,75.0,15.364,16.332,14.84,14.004,13.717
ULAS J153108.89+060111.1,L0,70.0,15.06,16.049,14.4,14.148,13.938
ULAS J223636.89+011132.3,L3.5,73.5,16.143,17.145,15.594,14.954,14.761
ULAS J225016.39+080822.4,L3:,73.0,14.976,15.585,14.558,13.998,13.715
ULAS J230424.80+130111.3,L5,75.0,15.89,16.739,14.985,14.732,14.496
ULAS J232715.67+151729.5,L3.5,73.5,15.35,16.291,14.767,14.177,13.987
ULAS2MASS J1452+0931,L0,70.0,14.766,15.418,14.253,13.984,13.64
ULAS2MASS J1452+1114,L2.9,72.9,14.851,15.519,14.335,13.879,13.632
UScoCTIO 108b,L3,73.0,15.666,16.529,15.067,,
WISE J004024.88+090054.8,T7,87.0,16.56,16.5,,15.946,13.838
WISE J004542.56+361139.1,T5,85.0,16.036,16.145,15.798,15.388,13.8
WISE J004945.61+215120.0,T8.5,88.5,,16.716,,16.068,13.059
WISE J013836.58-032221.2,T3,83.0,15.801,16.389,15.198,14.431,13.403
WISE J023038.90-022554.0,L8: pec,78.0,15.724,16.682,14.928,14.232,13.663
WISE J023318.05+303030.5,T6,86.0,,16.852,,16.441,14.384
WISE J031614.68+382008.0,T3,83.0,15.44,16.059,15.265,14.706,13.539
WISE J033651.90+282628.8,T5,85.0,16.528,16.543,15.771,16.024,14.427
WISE J040137.21+284951.7,L2.5,72.5,12.43,13.413,11.817,11.293,11.018
WISE J040137.21+284951.7,L3,73.0,12.43,13.413,11.817,11.293,11.018
WISE J040418.01+412735.6,L2,72.0,13.1,14.15,12.42,11.852,11.569
WISE J040418.01+412735.6,L2 pec,72.0,13.1,14.15,12.42,11.852,11.569
WISE J044633.45-242956.8,L6 (blue),76.0,15.533,16.434,15.137,14.198,13.788
WISE J054601.19-095947.5,T5,85.0,16.27,16.18,,15.785,13.952
WISE J061135.13-041024.0,T0,80.0,14.645,15.489,14.221,13.554,12.92
WISE J061437.73+095135.0,T7,87.0,14.73,15.027,14.546,16.55,14.173
WISE J062720.07-111428.0,T6,86.0,15.441,15.487,15.432,14.98,13.305
WISE J065609.59+420531.9,T2,82.0,14.874,15.446,14.831,14.221,13.243
WISE J065609.59+420531.9,T3,83.0,14.874,15.446,14.831,14.221,13.243
WISE J070159.79+632129.2,T2.5,82.5,15.077,15.791,14.875,14.18,13.239
WISE J075430.95+790957.8,T2 pec (red),82.0,15.437,16.17,14.933,14.331,13.79
WISE J080700.23+413026.8,L8 pec,78.0,14.783,15.835,14.354,13.474,13.109
WISE J081958.05-033528.5,T4,84.0,14.638,14.991,14.586,14.294,13.074
WISE J092055.40+453856.3,L9.5,79.5,14.164,15.223,13.728,13.13,12.491
WISE J101905.62+652954.2,T6,86.0,16.517,16.554,16.457,16.258,14.008
WISE J101905.62+652954.2,T7,87.0,16.517,16.554,16.457,16.258,14.008
WISE J104915.57-531906.1,L7.5+T0.5,77.5,9.563,10.733,8.841,7.872,
WISE J112438.12-042149.7,T7,87.0,,16.724,,16.367,14.101
WISE J122558.86-101345.0,T6,86.0,16.295,16.433,,16.151,14.009
WISE J124629.65-313934.2,T1,81.0,14.19,15.02,13.974,13.395,12.498
WISE J134806.99+660328.4,L9,79.0,15.909,16.943,15.259,14.412,13.864
WISE J140035.40-385013.5,T4,84.0,15.821,16.041,,15.275,13.802
WISE J150406.66-455223.9,L8,78.0,15.432,16.562,14.826,14.074,13.76
WISE J162359.70-050811.4,L1,71.0,14.075,14.941,13.556,13.291,13.003
WISE J162725.65+325524.6,T6,86.0,16.558,16.72,,16.148,13.615
WISE J163236.47+032927.3,T5,85.0,16.434,16.745,,15.871,14.474
WISE J165842.56+510335.0,L6 pec,76.0,14.175,15.062,13.655,13.159,12.827
WISE J170745.85-174452.5,T5,85.0,16.58,16.297,,15.928,13.601
WISE J170745.85-174452.5,T5:,85.0,16.58,16.297,,15.928,13.601
WISE J172134.46+111739.4,T6,86.0,,16.46,,15.849,14.376
WISE J173332.50+314458.3,L2 pec (red),72.0,14.89,15.866,14.301,13.571,13.27
WISE J173421.02+502349.9,T4,84.0,15.845,16.337,15.82,15.381,14.298
WISE J174102.78-464225.5,L7::,77.0,14.534,15.786,13.438,12.362,11.802
WISE J174303.71+421150.0,T4.5,84.5,15.567,15.835,15.425,15.374,13.925
WISE J175510.28+180320.2,T2.5,82.5,15.217,16.016,14.68,14.531,13.736
WISE J185101.83+593508.6,L9,79.0,13.966,14.939,13.46,12.67,12.19
WISE J185215.76+353716.7,T7,87.0,,16.501,,16.186,14.202
WISE J190624.74+450807.1,T6,86.0,16.129,16.32,16.83,15.9,13.835
WISE J191915.54+304558.4,L9,79.0,14.598,15.569,13.945,13.42,12.97
WISE J195113.62-331116.7,L1 pec?,71.0,15.019,15.708,14.506,14.035,13.786
WISE J200403.17-263751.7,L0,70.0,14.637,15.185,14.088,14.0,13.687
WISE J203042.79+074934.7,T1.5,81.5,13.44,14.227,13.319,13.017,12.203
WISE J222219.93+302601.4,L9,79.0,15.598,16.552,15.176,14.834,14.367
WISE J223617.59+510551.9,T5,85.0,14.49,14.58,14.45,14.188,12.643
WISE J223720.39+722833.8,T6,86.0,15.937,15.764,,15.439,13.611
WISE J231921.92+764544.4,L4 beta,74.0,14.39,15.35,13.65,12.915,12.474
WISE J232728.74-273056.6,L9,79.0,15.481,16.681,14.756,14.039,13.326
WISE J234026.61-074508.1,T7,87.0,16.212,16.54,,15.957,13.595
WISEA J000430.66-260402.3,T2 (blue),82.0,15.587,16.487,,15.166,14.148
WISEA J000627.85+185728.8,L7,77.0,15.686,17.138,14.836,14.099,13.812
WISEA J003338.45+282732.4,L3 (blue),73.0,14.989,15.893,14.804,13.891,13.573
WISEA J004403.39+022810.6,L7 (sl. red),77.0,15.822,16.997,14.876,13.976,13.46
WISEA J004713.81-371033.7,L4:,74.0,15.343,16.233,14.985,14.304,14.06
WISEA J004713.81-371033.7,L9 pec (blue),79.0,15.343,16.233,14.985,14.304,14.06
WISEA J010202.11+035541.4,L9,79.0,15.659,16.74,15.081,14.228,13.668
WISEA J030119.39-231921.1,T1 (sl. blue),81.0,15.8,16.635,15.579,14.83,14.094
WISEA J053257.29+041842.5,L3,73.0,14.415,15.44,13.855,13.389,13.109
WISEA J055007.94+161051.9,L2,72.0,13.49,14.441,12.836,12.331,12.06
WISEA J060742.13+455037.0,L2.5,72.5,14.034,14.942,13.329,12.928,12.612
WISEA J064750.85-154616.4,L9.5,79.5,14.292,15.314,13.739,12.995,12.536
WISEA J065958.55+171710.9,L2,72.0,13.773,14.84,13.02,,12.365
WISEA J071552.38-114532.9,L4 pec (blue),74.0,13.487,14.301,12.805,12.343,12.112
WISEA J082640.45-164031.8,L9,79.0,14.604,15.785,14.11,13.388,13.054
WISEA J084254.56-061023.7,T4,84.0,15.68,16.04,,15.391,14.127
WISEA J090258.99+670833.1,L7 (sl. red),77.0,15.089,16.979,14.247,13.192,12.722
WISEA J122221.95-213948.6,L6,76.0,14.985,16.087,14.245,13.687,13.469
WISEA J122248.13-211638.6,L7,77.0,15.803,16.548,15.411,14.747,14.204
WISEA J130729.56-055815.4,L8 (sl. blue),78.0,15.428,16.915,14.817,14.021,13.621
WISEA J144033.28-080406.9,L2 (blue),72.0,15.392,15.867,14.837,14.337,13.998
WISEA J170726.69+545109.3,L1 (blue),71.0,15.249,15.856,14.902,14.345,14.056
WISEA J205202.06-204313.0,L8 (sl. blue),78.0,15.459,16.813,14.803,14.071,13.728
WISEA J223343.53-133140.9,T2 (blue),82.0,15.846,16.451,15.494,15.394,14.325
WISEA J230329.45+315022.7,T2 (blue),82.0,15.466,16.215,15.439,15.161,14.089
WISEA J235422.31-081129.7,L5 (red),75.0,15.96,17.25,14.79,13.944,13.436
WISEP J004928.48+044100.1,L9,79.0,14.674,15.854,14.17,13.425,12.977
WISEP J060738.65+242953.4,L8,78.0,13.038,14.218,12.469,11.591,11.017
WISEP J060738.65+242953.4,L9,79.0,13.038,14.218,12.469,11.591,11.017
WISEP J180026.60+013453.1,L7.5,77.5,13.12,14.3,12.421,,
WISEP J190648.47+401106.8,L1,71.0,12.26,13.078,11.771,11.438,11.226
WISEP J235941.07-733504.8,T5.5,85.5,15.912,16.16,16.05,15.226,13.375
WISEP J235941.07-733504.8,T6.5,86.5,15.912,16.16,16.05,15.226,13.375
beta Cir B,L1,71.0,13.68,14.54,13.21,,
epsilon IndiB,T1,81.0,11.306,11.908,11.208,,
