source,spectral_type_string,spectral_type_code,2MASS.H,2MASS.J,2MASS.Ks,WISE.W1,WISE.W2
2MASS J09083803+5032088,L9:,79.0,13.477,14.549,12.945,12.126,11.705
2MASS J09090085+6525275,T1,81.0,15.214,16.034,15.171,14.489,13.558
2MASS J09090085+6525275,T1.5,81.5,15.214,16.034,15.171,14.489,13.558
2MASS J09111297+7401081,L0,70.0,12.205,12.921,11.748,11.264,11.008
2MASS J09121469+1459396,L8,78.0,14.621,15.512,14.043,13.225,12.484
2MASS J09121469+1459396,T0,80.0,14.621,15.512,14.043,13.225,12.484
2MASS J09153413+0422045,L6,76.0,13.531,14.548,13.011,12.058,11.688
2MASS J09201223+3517429,L6.5,76.5,14.673,15.625,13.979,13.289,12.857
2MASS J09201223+3517429,T0 pec,80.0,14.673,15.625,13.979,13.289,12.857
2MASS J09211410-2104446,L1.5,71.5,12.152,12.779,11.69,11.237,10.93
2MASS J09211410-2104446,L4:,74.0,12.152,12.779,11.69,11.237,10.93
2MASS J09221952-8010399,L2::,72.0,14.285,15.28,13.681,13.026,12.817
2MASS J09261537+5847212,T4.5,84.5,15.307,15.897,15.45,15.178,13.747
2MASS J09261537+5847212,T5,85.0,15.307,15.897,15.45,15.178,13.747
2MASS J09283972-1603128,L2,72.0,14.292,15.322,13.615,13.047,12.747
2MASS J09283972-1603128,L2:,72.0,14.292,15.322,13.615,13.047,12.747
2MASS J09293364+3429527,L7.5,77.5,15.44,16.601,14.644,13.843,13.331
2MASS J09293364+3429527,L8,78.0,15.44,16.601,14.644,13.843,13.331
2MASS J09352803-2934596,L0,70.0,13.312,14.036,12.822,12.408,12.128
2MASS J09352803-2934596,L0.3,70.3,13.312,14.036,12.822,12.408,12.128
2MASS J09373487+2931409,T6 pec,86.0,14.703,14.648,15.267,14.073,11.658
2MASS J09373487+2931409,T7,87.0,14.703,14.648,15.267,14.073,11.658
2MASS J09393548-2448279,T8,88.0,15.797,15.98,16.83,14.924,11.618
2MASS J09490860-1545485,T2,82.0,15.262,16.149,15.227,14.926,13.96
2MASS J09510549+3558021,L4.5,74.5,15.895,17.225,15.138,,
2MASS J09510549+3558021,L6,76.0,15.895,17.225,15.138,,
2MASS J09510549+3558021,L6: FLD-G,76.0,15.895,17.225,15.138,,
2MASS J09553336-0208403,L7 pec (red),77.0,,17.111,14.794,13.95,13.38
2MASS J09555995-7342489,L0:,70.0,14.35,15.05,13.86,13.565,13.24
2MASS J09593276+4523309,L3 gamma,73.0,14.759,15.88,13.673,12.845,12.395
2MASS J10020752+1358556,L7 pec,77.0,16.25,17.19,15.59,15.21,14.898
2MASS J10042066+5022596,L3 beta,73.0,13.648,14.831,12.778,11.7,11.134
2MASS J10042066+5022596,L3: VL-G,73.0,13.648,14.831,12.778,11.7,11.134
2MASS J10043929-3335189,L4,74.0,13.49,14.48,12.924,,11.901
2MASS J10043929-3335189,L5:,75.0,13.49,14.48,12.924,,11.901
2MASS J10073369-4555147,T5,85.0,15.686,15.653,15.56,15.608,13.87
2MASS J10101480-0406499,L6,76.0,14.385,15.508,13.619,12.888,12.517
2MASS J10170754+1308398,L1,71.0,13.284,14.096,12.71,12.331,12.07
2MASS J10170754+1308398,L2:,72.0,13.284,14.096,12.71,12.331,12.07
2MASS J10185879-2909535,L0.3,70.3,13.418,14.21,12.796,12.561,12.385
2MASS J10185879-2909535,L1,71.0,13.418,14.21,12.796,12.561,12.385
2MASS J10210969-0304197,T3,83.0,15.346,16.253,15.126,14.738,13.816
2MASS J10210969-0304197,T3.5,83.5,15.346,16.253,15.126,14.738,13.816
2MASS J10212570-2830427,L2.5 INT-G,72.5,15.851,16.914,14.981,14.16,13.73
2MASS J10215386+3704166,L0:,70.0,16.25,17.5,15.66,15.351,15.012
2MASS J10221489+4114266,L0,70.0,14.022,14.901,13.608,13.195,12.949
2MASS J10224821+5825453,L1 beta,71.0,12.64,13.499,12.16,11.762,11.496
2MASS J10224821+5825453,L1: FLD-G,71.0,12.64,13.499,12.16,11.762,11.496
2MASS J10315064+3349595,L2,72.0,15.008,16.091,14.328,13.869,13.606
2MASS J10365305-3441380,L6,76.0,14.446,15.622,13.798,12.965,12.446
2MASS J10365305-3441380,L6.5,76.5,14.446,15.622,13.798,12.965,12.446
2MASS J10393137+3256263,T1,81.0,15.335,16.405,15.151,14.257,13.555
2MASS J10393137+3256263,T2,82.0,15.335,16.405,15.151,14.257,13.555
2MASS J10430758+2225236,L8,78.0,14.725,15.965,13.991,13.061,12.383
2MASS J10430758+2225236,L9:,79.0,14.725,15.965,13.991,13.061,12.383
2MASS J10433508+1213149,L9,79.0,14.969,15.997,14.258,13.47,12.915
2MASS J10440942+0429376,L7,77.0,14.95,15.881,14.259,13.57,13.103
2MASS J10452400-0149576,L1,71.0,12.352,13.16,11.78,11.452,11.227
2MASS J10452400-0149576,L1: FLD-G,71.0,12.352,13.16,11.78,11.452,11.227
2MASS J10461875+4441149,L5 pec (sl. blue),75.0,14.656,15.622,14.13,13.537,13.313
2MASS J10475385+2124234,T6.5,86.5,15.797,15.819,16.2,15.35,12.972
2MASS J10475385+2124234,T7,87.0,15.797,15.819,16.2,15.35,12.972
2MASS J10511900+5613086,L0.8,70.8,12.42,13.244,11.905,11.538,11.278
2MASS J10511900+5613086,L2,72.0,12.42,13.244,11.905,11.538,11.278
2MASS J10513331-1916530,L0.3 FLD-G,70.3,13.955,14.687,13.425,13.081,12.821
2MASS J10584787-1548172,L2.2 FLD-G,72.2,13.226,14.155,12.532,12.066,11.766
2MASS J10584787-1548172,L3,73.0,13.226,14.155,12.532,12.066,11.766
2MASS J10595138-2113082,L1,71.0,13.754,14.556,13.21,12.937,12.634
2MASS J10595138-2113082,L2,72.0,13.754,14.556,13.21,12.937,12.634
2MASS J10595185+3042059,T4,84.0,15.766,16.195,15.56,15.679,14.421
2MASS J11000965+4957470,L3,73.0,14.19,15.28,13.47,12.961,12.621
2MASS J11000965+4957470,L3.5,73.5,14.19,15.28,13.47,12.961,12.621
2MASS J11001126-2718386,L1,71.0,14.569,15.445,14.176,13.751,13.572
2MASS J11040127+1959217,L4,74.0,13.476,14.38,12.95,12.33,12.065
2MASS J11040127+1959217,L5.5,75.5,13.476,14.38,12.95,12.33,12.065
2MASS J11061197+2754225,T2.5,82.5,14.15,14.824,13.801,13.179,12.36
2MASS J11101001+0116130,T5.5,85.5,15.924,16.343,,15.415,13.917
2MASS J11122567+3548131,L4.5,74.5,13.499,14.584,12.721,11.946,11.656
2MASS J11122567+3548131,L5: FLD-G,75.0,13.499,14.584,12.721,11.946,11.656
2MASS J11124910-2044315,L0.5::,70.5,14.083,14.923,13.47,13.201,12.953
2MASS J11132009+3430582,L3,73.0,15.803,16.767,15.51,14.663,14.371
2MASS J11145133-2618235,T7.5,87.5,15.734,15.858,16.54,15.256,12.239
2MASS J11145133-2618235,T8,88.0,15.734,15.858,16.54,15.256,12.239
2MASS J11173691+3609359,L0:,70.0,13.46,14.269,12.963,12.559,12.289
2MASS J11181292-0856106,L6,76.0,14.77,15.74,14.18,13.611,13.244
2MASS J11181292-0856106,L6 pec (blue),76.0,14.77,15.74,14.18,13.611,13.244
2MASS J11191046+0552484,L4,74.0,15.479,16.762,15.034,14.186,13.864
2MASS J11220826-3512363,T2,82.0,14.358,15.019,14.383,13.906,12.832
2MASS J11260310+4819256,L5,75.0,,17.2,15.43,15.022,14.887
2MASS J11263991-5003550,L4.5,74.5,13.284,14.0,12.829,12.26,11.961
2MASS J11263991-5003550,L6.5:: pec,76.5,13.284,14.0,12.829,12.26,11.961
2MASS J11271382-3735076,L0.6 VL-G,70.6,15.568,16.469,15.229,14.425,14.032
2MASS J11391441-4321106,L2.5,72.5,15.459,16.489,14.936,14.712,14.464
2MASS J11463449+2230527,L3,73.0,13.182,14.165,12.59,12.032,11.732
2MASS J11533966+5032092,L0.3,70.3,13.305,14.189,12.851,12.506,12.275
2MASS J11533966+5032092,L1:,71.0,13.305,14.189,12.851,12.506,12.275
2MASS J11544223-3400390,L0 beta,70.0,13.331,14.2,12.85,12.32,12.037
2MASS J11544223-3400390,L0.8 INT-G,70.8,13.331,14.2,12.85,12.32,12.037
2MASS J11550087+2307058,L4,74.0,14.7,15.848,14.08,13.436,13.163
2MASS J11553952-3727350,L2,72.0,12.04,12.811,11.462,11.04,10.733
2MASS J11553952-3727350,L2.3,72.3,12.04,12.811,11.462,11.04,10.733
2MASS J11555389+0559577,L6.8 FLD-G,76.8,14.703,15.66,14.118,13.298,12.895
2MASS J12043036+3212595,L0,70.0,13.091,13.818,12.515,12.209,11.975
2MASS J12070374-3151298,L2.5,72.5,14.719,15.85,13.997,13.568,13.277
2MASS J12070374-3151298,L3:,73.0,14.719,15.85,13.997,13.568,13.277
2MASS J12073804-3909050,L0.9,70.9,13.817,14.69,13.244,12.846,12.572
2MASS J12073804-3909050,L2:,72.0,13.817,14.69,13.244,12.846,12.572
2MASS J12074717+0244249,L8,78.0,14.561,15.58,13.986,13.397,12.784
2MASS J12074717+0244249,T0,80.0,14.561,15.58,13.986,13.397,12.784
2MASS J12074836-3900043,L0 gamma,70.0,14.608,15.494,14.04,13.622,13.204
2MASS J12074836-3900043,L1: VL-G,71.0,14.608,15.494,14.04,13.622,13.204
2MASS J12095613-1004008,T3,83.0,15.329,15.914,15.062,14.674,13.51
2MASS J12095613-1004008,T3.5,83.5,15.329,15.914,15.062,14.674,13.51
2MASS J12123389+0206280,L1,71.0,15.002,16.128,14.192,14.01,13.841
2MASS J12130336-0432437,L4.2,74.2,13.648,14.683,13.014,12.347,12.053
2MASS J12130336-0432437,L5,75.0,13.648,14.683,13.014,12.347,12.053
2MASS J12154430-3420594,T4.5,84.5,15.809,16.236,16.32,15.957,14.379
2MASS J12162161+4456340,L5,75.0,15.661,16.345,15.015,14.382,14.168
2MASS J12171110-0311131,T7,87.0,15.748,15.86,15.92,15.288,13.197
2MASS J12171110-0311131,T7.5,87.5,15.748,15.86,15.92,15.288,13.197
2MASS J12171942-4830012,L1,71.0,15.62,16.479,14.853,14.68,14.534
2MASS J12172372-0237369,L4,74.0,15.81,16.897,14.993,14.515,14.226
2MASS J12195156+3128497,L8,78.0,14.907,15.913,14.305,13.529,12.953
2MASS J12212770+0257198,L0,70.0,12.41,13.169,11.953,11.63,11.347
2MASS J12255432-2739466,T6,86.0,15.098,15.26,15.073,14.743,12.87
2MASS J12281523-1547342,L5,75.0,13.347,14.378,12.767,12.01,11.694
2MASS J12281523-1547342,L6::,76.0,13.347,14.378,12.767,12.01,11.694
2MASS J12304562+2827583,L4:,74.0,15.01,16.073,14.43,13.937,13.692
2MASS J12312141+4959234,L2,72.0,13.709,14.617,13.135,12.588,12.272
2MASS J12312141+4959234,L3.4,73.4,13.709,14.617,13.135,12.588,12.272
2MASS J12314753+0847331,T5.5,85.5,15.309,15.57,15.22,15.066,13.083
2MASS J12314753+0847331,T6,86.0,15.309,15.57,15.22,15.066,13.083
2MASS J12321827-0951502,L0,70.0,13.074,13.727,12.554,12.222,11.935
2MASS J12373919+6526148,T6.5,86.5,15.739,16.053,,15.474,12.946
2MASS J12373919+6526148,T7,87.0,15.739,16.053,,15.474,12.946
2MASS J12392727+5515371,L5,75.0,13.568,14.711,12.792,12.048,11.689
2MASS J12451416-4429077,L0: VL-G,70.0,13.8,14.518,13.369,12.974,12.623
2MASS J12474944-1117551,L0:,70.0,15.104,15.991,14.725,14.391,14.152
2MASS J12535039-4211215,L0.3 VL-G,70.3,15.3,16.0,14.739,14.253,13.929
2MASS J12545393-0122474,T2,82.0,14.09,14.891,13.837,13.297,12.396
2MASS J12560183-1257276,L7 VL-G,77.0,15.6,16.66,14.57,12.643,12.282
2MASS J12560183-1257276,L8::,78.0,15.6,16.66,14.57,12.643,12.282
2MASS J12563961-2718455,L3.4 INT-G,73.4,15.374,16.416,14.709,14.101,13.744
2MASS J12565688+0146163,L1.6,71.6,13.516,14.48,12.791,12.324,12.053
2MASS J12565688+0146163,L2:,72.0,13.516,14.48,12.791,12.324,12.053
2MASS J12594167+1001380,L4.5,74.5,15.534,16.72,14.888,14.05,13.641
2MASS J13004255+1912354,L1,71.0,12.08,12.717,11.624,11.295,11.009
2MASS J13004255+1912354,L3,73.0,12.08,12.717,11.624,11.295,11.009
2MASS J13015465-1510223,L1,71.0,13.665,14.538,13.1,12.793,12.554
2MASS J13023811+5650212,L2,72.0,15.469,16.36,14.972,14.576,14.295
2MASS J13023811+5650212,L3: pec (sl. blue),73.0,15.469,16.36,14.972,14.576,14.295
2MASS J13054019-2541059,L0.5 pec,70.5,12.392,13.414,11.747,11.202,10.931
2MASS J13054019-2541059,L2,72.0,12.392,13.414,11.747,11.202,10.931
2MASS J13054106+2046394,L5,75.0,14.04,15.201,13.368,12.561,12.191
2MASS J13054106+2046394,L6.5,76.5,14.04,15.201,13.368,12.561,12.191
2MASS J13061727+3820296,L0,70.0,13.8,14.63,13.219,12.916,12.64
2MASS J13061727+3820296,L0.6,70.6,13.8,14.63,13.219,12.916,12.64
2MASS J13081228+6103486,L2,72.0,16.155,16.67,,14.969,14.743
2MASS J13114227+3629235,L5 pec (blue),75.0,14.752,15.545,14.14,13.534,13.165
2MASS J13120707+3937445,L0:,70.0,13.406,14.165,12.945,12.63,12.381
2MASS J13184794+1736117,L5.5,75.5,15.227,16.341,14.533,13.907,13.564
2MASS J13204427+0409045,L2.5,72.5,14.302,15.246,13.621,13.162,12.882
2MASS J13204427+0409045,L3::,73.0,14.302,15.246,13.621,13.162,12.882
2MASS J13243553+6358281,T0.5,80.5,14.576,15.596,14.058,13.112,12.318
2MASS J13243553+6358281,T2.5 pec,82.5,14.576,15.596,14.058,13.112,12.318
2MASS J13262981-0038314,L7,77.0,15.05,16.103,14.208,13.252,12.754
2MASS J13262981-0038314,L8:,78.0,15.05,16.103,14.208,13.252,12.754
2MASS J13285503+2114486,L4.1,74.1,15.002,16.192,14.265,13.6,13.4
2MASS J13285503+2114486,L5,75.0,15.002,16.192,14.265,13.6,13.4
2MASS J13313310+3407583,L0,70.0,13.401,14.333,12.885,12.542,12.318
2MASS J13313310+3407583,L0: FLD-G,70.0,13.401,14.333,12.885,12.542,12.318
2MASS J13314894-0116500,L6,76.0,14.475,15.459,14.073,13.432,13.146
2MASS J13314894-0116500,L6:,76.0,14.475,15.459,14.073,13.432,13.146
2MASS J13341216-8226232,L0,70.0,13.751,14.566,13.182,12.904,12.713
2MASS J13364062+3743230,L0.4,70.4,13.63,14.412,13.099,12.782,12.563
2MASS J13364062+3743230,L1,71.0,13.63,14.412,13.099,12.782,12.563
2MASS J13373116+4938367,L0,70.0,13.035,13.765,12.576,12.26,11.985
2MASS J13384944+0437315,L0.0,70.0,13.249,14.157,12.737,12.426,12.227
2MASS J13384944+0437315,L1,71.0,13.249,14.157,12.737,12.426,12.227
2MASS J13411160-3052505,L2.7:,72.7,13.72,14.61,13.081,12.737,12.444
2MASS J13411160-3052505,L2::,72.0,13.72,14.61,13.081,12.737,12.444
2MASS J13431670+3945087,L5,75.0,14.857,16.162,14.15,13.217,12.836
2MASS J13464634-0031501,T6.5,86.5,15.459,16.0,15.772,15.477,13.567
2MASS J13464634-0031501,T7,87.0,15.459,16.0,15.772,15.477,13.567
2MASS J13475911-7610054,L0:,70.0,13.04,13.79,12.55,,
2MASS J13484591+0353545,L0:,70.0,13.76,14.628,13.229,12.891,12.665
2MASS J13571237+1428398,L3,73.0,14.647,15.584,13.88,13.348,12.99
2MASS J13571237+1428398,L3:,73.0,14.647,15.584,13.88,13.348,12.99
2MASS J13580384+1458204,L4 pec (red),74.0,15.248,16.373,14.66,14.097,13.778
2MASS J13595510-4034582,L1,71.0,13.034,13.645,12.566,12.197,11.916
2MASS J13595510-4034582,L3.1:,73.1,13.034,13.645,12.566,12.197,11.916
2MASS J14044495+4634297,L0:,70.0,13.533,14.338,13.057,12.608,12.291
2MASS J14075361+1241099,L1::,71.0,14.344,15.378,13.598,13.054,12.747
2MASS J14075361+1241099,L5,75.0,14.344,15.378,13.598,13.054,12.747
2MASS J14075592-3033593,L1,71.0,14.966,15.705,14.563,14.154,13.924
2MASS J14090310-3357565,L1.3,71.3,13.42,14.248,12.865,12.543,12.279
2MASS J14090310-3357565,L2,72.0,13.42,14.248,12.865,12.543,12.279
2MASS J14140586+0107102,L4,74.0,15.735,16.741,15.252,14.641,14.408
2MASS J14165987+5006258,L4,74.0,15.955,16.95,15.597,14.7,14.411
2MASS J14182962-3538060,L1.5,71.5,14.253,15.165,13.691,13.309,13.009
2MASS J14192618+5919047,L1:,71.0,15.69,16.507,15.26,14.929,14.752
2MASS J14213145+1827407,L0,70.0,12.428,13.231,11.943,11.584,11.339
2MASS J14243909+0917104,L3::,73.0,14.781,15.687,14.169,13.198,13.042
2MASS J14243909+0917104,L4,74.0,14.781,15.687,14.169,13.198,13.042
2MASS J14252798-3650229,L3.1 INT-G,73.1,12.575,13.747,11.805,10.998,10.576
2MASS J14252798-3650229,L3:,73.0,12.575,13.747,11.805,10.998,10.576
2MASS J14283132+5923354,L4,74.0,13.875,14.781,13.265,12.652,12.396
2MASS J14283132+5923354,L4.4,74.4,13.875,14.781,13.265,12.652,12.396
2MASS J14304358+2915405,L0.5,70.5,13.439,14.273,12.771,12.285,12.015
2MASS J14304358+2915405,L2,72.0,13.439,14.273,12.771,12.285,12.015
2MASS J14313097+1436539,L2,72.0,14.501,15.15,14.12,13.716,13.445
2MASS J14313097+1436539,L3.5:,73.5,14.501,15.15,14.12,13.716,13.445
2MASS J14353572-0043471,L2.5,72.5,15.664,16.488,15.025,14.793,14.557
2MASS J14353572-0043471,L3,73.0,15.664,16.488,15.025,14.793,14.557
2MASS J14383259+5722168,L4.6,74.6,15.097,15.96,14.37,13.795,13.538
2MASS J14383259+5722168,L5,75.0,15.097,15.96,14.37,13.795,13.538
2MASS J14392836+1929149,L1,71.0,12.041,12.759,11.546,11.189,10.95
2MASS J14403186-1303263,L1,71.0,14.719,15.379,14.251,13.926,13.715
2MASS J14403186-1303263,L1 pec (sl. blue),71.0,14.719,15.379,14.251,13.926,13.715
2MASS J14412565+1856484,L1:,71.0,16.17,16.94,15.4,15.174,14.966
2MASS J14482563+1031590,L4.7 FLD-G,74.7,13.433,14.556,12.683,11.893,11.48
2MASS J14482563+1031590,L4:,74.0,13.433,14.556,12.683,11.893,11.48
2MASS J14571496-2121477,T7,87.0,15.268,15.324,15.242,14.824,12.114
2MASS J14571496-2121477,T7.5,87.5,15.268,15.324,15.242,14.824,12.114
2MASS J15031961+2525196,T5,85.0,13.856,13.937,13.963,13.507,11.714
2MASS J15031961+2525196,T6,86.0,13.856,13.937,13.963,13.507,11.714
2MASS J15065441+1321060,L3,73.0,12.38,13.365,11.741,11.176,10.876
2MASS J15065441+1321060,L4,74.0,12.38,13.365,11.741,11.176,10.876
2MASS J15074769-1627386,L5,75.0,11.895,12.83,11.312,10.67,10.369
2MASS J15074769-1627386,L5.5,75.5,11.895,12.83,11.312,10.67,10.369
2MASS J15111466+0607431,T2,82.0,14.955,16.016,14.544,13.676,13.229
2MASS J15124058+3403501,L0.7,70.7,14.046,15.04,13.413,12.967,12.722
2MASS J15124058+3403501,L3,73.0,14.046,15.04,13.413,12.967,12.722
2MASS J15150083+4847416,L6,76.0,13.099,14.111,12.5,11.708,11.322
2MASS J15200224-4422419,L1,71.0,12.364,13.228,11.894,,11.097
2MASS J15200224-4422419,L2.5,72.5,12.364,13.228,11.894,,11.097
2MASS J15203974+3546210,T0:,80.0,14.579,15.54,14.0,13.48,12.995
2MASS J15230657-2347526,L2.5,72.5,13.42,14.2,12.9,12.341,12.014
2MASS J15232263+3014562,L8,78.0,14.928,16.056,14.348,13.488,12.969
2MASS J15261405+2043414,L5.5,75.5,14.497,15.586,13.922,13.153,12.826
2MASS J15261405+2043414,L7,77.0,14.497,15.586,13.922,13.153,12.826
2MASS J15293306+6730215,L0:,70.0,15.34,16.327,14.722,14.528,14.255
2MASS J15311344+1641282,L1,71.0,14.54,15.582,13.803,13.281,12.887
2MASS J15341068+0426410,L0,70.0,16.422,16.923,15.603,15.522,15.371
2MASS J15382417-1953116,L3.5 VL-G,73.5,14.852,15.934,14.004,13.172,12.721
2MASS J15382417-1953116,L4 gamma,74.0,14.852,15.934,14.004,13.172,12.721
2MASS J15392137+6502364,L1,71.0,13.709,14.604,13.2,12.91,12.615
2MASS J15394189-0520428,L2,72.0,13.06,13.922,12.575,12.004,11.744
2MASS J15394189-0520428,L4:,74.0,13.06,13.922,12.575,12.004,11.744
2MASS J15423630-0045452,L7,77.0,15.98,16.712,15.414,15.091,14.973
2MASS J15461461+4932114,T2.5:,82.5,15.135,15.902,,14.985,13.862
2MASS J15474719-2423493,L0: INT-G,70.0,13.27,13.97,12.742,12.407,12.097
2MASS J15485834-1636018,L2:,72.0,13.1,13.891,12.63,12.256,12.006
2MASS J15500845+1455180,L3,73.0,13.795,14.776,13.261,12.646,12.346
2MASS J15515237+0941148,L4 gamma,74.0,15.114,16.319,14.31,13.6,13.121
2MASS J15515237+0941148,L4: VL-G,74.0,15.114,16.319,14.31,13.6,13.121
2MASS J15525906+2948485,L0 beta,70.0,12.606,13.478,12.022,11.544,11.207
2MASS J15525906+2948485,L0: INT-G,70.0,12.606,13.478,12.022,11.544,11.207
2MASS J15551573-0956055,L1,71.0,11.984,12.557,11.443,11.137,10.857
2MASS J15551573-0956055,L1.6,71.6,11.984,12.557,11.443,11.137,10.857
2MASS J15575011-2952431,L1: VL-G,71.0,15.45,16.316,14.845,14.443,14.088
2MASS J16005759+3021571,L5,75.0,15.82,16.97,15.3,14.757,14.512
2MASS J16062665+6837268,L2,72.0,14.022,14.905,13.432,13.004,12.707
2MASS J16091143+2116584,L2,72.0,15.97,16.96,14.87,14.818,14.559
2MASS J16135698+4019158,L5 red,75.0,15.75,17.05,15.73,14.824,14.583
2MASS J16150413+1340079,T6,86.0,16.489,16.35,15.85,16.14,14.114
2MASS J16154255+4953211,L3: VL-G,73.0,15.332,16.789,14.306,13.202,12.621
2MASS J16154255+4953211,L4 gamma,74.0,15.332,16.789,14.306,13.202,12.621
2MASS J16184503-1321297,L0:,70.0,13.402,14.247,12.92,12.533,12.316
2MASS J16195827-2832276,L0.7,70.7,15.36,16.16,14.65,14.452,14.173
2MASS J16220887-0959352,T6,86.0,,16.398,15.737,16.077,14.207
2MASS J16231308+3950419,L3,73.0,16.26,16.96,15.79,15.221,15.043
2MASS J16241436+0029158,T6,86.0,15.524,15.494,15.61,15.121,13.085
2MASS J16291840+0335371,T2,82.0,14.485,15.29,14.184,13.395,12.522
2MASS J16291840+0335371,T3,83.0,14.485,15.29,14.184,13.395,12.522
2MASS J16304139+0938446,L0.4:,70.4,13.937,14.87,13.3,12.845,12.534
2MASS J16304139+0938446,L0::,70.0,13.937,14.87,13.3,12.845,12.534
2MASS J16322360+2839567,L1,71.0,16.278,16.633,15.411,15.342,15.047
2MASS J16322911+1904407,L8,78.0,14.612,15.867,14.003,13.124,12.617
2MASS J16360078-0034525,L0,70.0,13.904,14.59,13.415,12.937,12.675
2MASS J16370238+2520386,L4,74.0,15.42,16.5,15.09,,14.29
2MASS J16382073+1327354,L2,72.0,15.447,16.452,14.961,14.552,14.342
2MASS J16410015+1335591,L2,72.0,15.93,16.9,,14.961,14.634
2MASS J16452207+3004071,L3,73.0,14.213,15.19,13.587,13.032,12.701
2MASS J16452207+3004071,L3.0,73.0,14.213,15.19,13.587,13.032,12.701
2MASS J16471580+5632057,L7,77.0,15.259,16.911,14.611,13.602,13.086
2MASS J16471580+5632057,L9 pec (red),79.0,15.259,16.911,14.611,13.602,13.086
2MASS J16532970+6231364,L1,71.0,14.442,15.089,14.069,13.415,13.145
2MASS J16532970+6231364,L3,73.0,14.442,15.089,14.069,13.415,13.145
2MASS J16573454+1054233,L1.4,71.4,13.335,14.15,12.8,12.362,12.035
2MASS J16573454+1054233,L2,72.0,13.335,14.15,12.8,12.362,12.035
2MASS J17054834-0516462,L0.5,70.5,12.552,13.309,12.032,11.65,11.4
2MASS J17054834-0516462,L1: FLD-G,71.0,12.552,13.309,12.032,11.65,11.4
2MASS J17065487-1314396,L5.0 FLD-G,75.0,13.617,14.52,13.095,12.477,12.228
2MASS J17072343-0558249,L1,71.0,11.26,12.052,10.711,10.24,9.961
2MASS J17073334+4301304,L0.5,70.5,13.183,13.974,12.624,12.257,12.0
2MASS J17081563+2557474,L5 red,75.0,15.41,16.64,14.41,13.751,13.303
2MASS J17111353+2326333,L0 gamma,70.0,13.668,14.499,13.056,12.581,12.226
2MASS J17111353+2326333,L1: INT-G,71.0,13.668,14.499,13.056,12.581,12.226
2MASS J17114559+4028578,L5.0,75.0,14.3,15.0,13.8,12.348,12.148
2MASS J17161258+4125143,L4,74.0,15.65,16.75,15.14,14.563,14.252
2MASS J17164260+2945536,L3,73.0,16.47,17.063,15.902,15.438,15.326
2MASS J17210390+3344160,L3,73.0,12.952,13.625,12.489,11.994,11.667
2MASS J17210390+3344160,L5:,75.0,12.952,13.625,12.489,11.994,11.667
2MASS J17224432+6329470,L0,70.0,14.551,15.367,14.076,13.588,13.258
2MASS J17224432+6329470,L0.7,70.7,14.551,15.367,14.076,13.588,13.258
2MASS J17260007+1538190,L3.5 gamma,73.5,14.465,15.669,13.659,13.066,12.678
2MASS J17260007+1538190,L3: INT-G,73.0,14.465,15.669,13.659,13.066,12.678
2MASS J17281150+3948593,L7,77.0,14.756,15.988,13.909,13.065,12.659
2MASS J17312974+2721233,L0,70.0,11.391,12.094,10.914,10.597,10.322
2MASS J17312974+2721233,L0: FLD-G,70.0,11.391,12.094,10.914,10.597,10.322
2MASS J17320014+2656228,L1,71.0,15.018,15.931,14.461,14.184,13.987
2MASS J17373467+5953434,L5 pec,75.0,16.436,16.879,15.719,15.592,15.191
2MASS J17392515+2454421,L4,74.0,14.647,15.802,13.946,13.343,13.114
2MASS J17453466-1640538,L1.3,71.3,12.879,13.646,12.402,12.047,11.817
2MASS J17453466-1640538,L1.5:,71.5,12.879,13.646,12.402,12.047,11.817
2MASS J17461199+5034036,L5,75.0,14.047,15.096,13.53,12.878,12.564
2MASS J17461199+5034036,L5.7,75.7,14.047,15.096,13.53,12.878,12.564
2MASS J17502484-0016151,L5,75.0,12.411,13.294,11.849,11.173,10.898
2MASS J17502484-0016151,L5.5,75.5,12.411,13.294,11.849,11.173,10.898
2MASS J17503293+1759042,T3.5,83.5,15.952,16.34,15.478,15.708,14.48
2MASS J17503293+1759042,T4,84.0,15.952,16.34,15.478,15.708,14.48
2MASS J17534518-6559559,L4:,74.0,13.108,14.095,12.424,11.784,11.519
2MASS J17534518-6559559,L4::,74.0,13.108,14.095,12.424,11.784,11.519
2MASS J17545447+1649196,T5,85.0,15.65,15.808,15.556,14.895,13.405
2MASS J17545447+1649196,T5.5,85.5,15.65,15.808,15.556,14.895,13.405
2MASS J17561080+2815238,L1 pec (blue),71.0,14.135,14.712,13.813,13.408,13.136
2MASS J18000116-1559235,L4.3,74.3,12.521,13.431,11.981,11.246,11.112
2MASS J18071593+5015316,L1,71.0,12.127,12.934,11.602,11.233,10.965
2MASS J18071593+5015316,L1.5,71.5,12.127,12.934,11.602,11.233,10.965
2MASS J18131803+5101246,L5,75.0,15.11,15.915,14.432,13.623,13.355
2MASS J18212815+1414010,L4.5 pec,74.5,12.396,13.431,11.65,10.708,10.466
2MASS J18212815+1414010,L5.5,75.5,12.396,13.431,11.65,10.708,10.466
2MASS J18212815+1414010,L5: FLD-G,75.0,12.396,13.431,11.65,10.708,10.466
2MASS J18283572-4849046,T5.5,85.5,14.908,15.175,15.181,14.49,12.773
2MASS J18410861+3117279,L4 pec,74.0,14.971,16.158,14.22,13.553,13.257
