source,spectral_type_string,spectral_type_code,J,H,Ks,W1,W2,JH,HK,JK,W1W2,KW1,KW2
2MASS J00001354+2554180,T4.5,84.5,15.063,14.731,14.836,14.211,13.605,0.33200000000000074,-0.10500000000000043,0.2270000000000003,0.6059999999999999,0.625,1.2309999999999999
2MASS J00001354+2554180,T5,85.0,15.063,14.731,14.836,14.211,13.605,0.33200000000000074,-0.10500000000000043,0.2270000000000003,0.6059999999999999,0.625,1.2309999999999999
2MASS J00011217+1535355,L3.7 INT-G,73.7,15.522,14.505,13.71,12.938,12.517,1.0169999999999995,0.7949999999999999,1.8119999999999994,0.42100000000000115,0.7720000000000002,1.1930000000000014
2MASS J00040288-6410358,L1 gamma,71.0,15.786,14.831,14.009,13.37,12.937,0.9550000000000001,0.8219999999999992,1.7769999999999992,0.43299999999999983,0.6390000000000011,1.072000000000001
2MASS J00040288-6410358,L2.3 VL-G,72.3,15.786,14.831,14.009,13.37,12.937,0.9550000000000001,0.8219999999999992,1.7769999999999992,0.43299999999999983,0.6390000000000011,1.072000000000001
2MASS J00043484-4044058,L4.5,74.5,13.109,12.055,11.396,,,1.0540000000000003,0.6589999999999989,1.7129999999999992,,,
2MASS J00043484-4044058,L5,75.0,13.109,12.055,11.396,,,1.0540000000000003,0.6589999999999989,1.7129999999999992,,,
2MASS J00100009-2031122,L0,70.0,14.134,13.368,12.882,12.505,12.278,0.766,0.48600000000000065,1.2520000000000007,0.2270000000000003,0.3769999999999989,0.6039999999999992
2MASS J00132229-1143006,T3 pec,83.0,16.349,15.682,15.69,15.585,14.356,0.6669999999999998,-0.007999999999999119,0.6590000000000007,1.229000000000001,0.10499999999999865,1.3339999999999996
2MASS J00135882-1816462,L1,71.0,16.537,15.892,15.04,14.551,14.155,0.6449999999999996,0.8520000000000003,1.4969999999999999,0.3960000000000008,0.488999999999999,0.8849999999999998
2MASS J00135882-1816462,L5 pec,75.0,16.537,15.892,15.04,14.551,14.155,0.6449999999999996,0.8520000000000003,1.4969999999999999,0.3960000000000008,0.488999999999999,0.8849999999999998
2MASS J00145575-4844171,L2.5,72.5,14.05,13.107,12.72,12.276,12.019,0.9430000000000014,0.3869999999999987,1.33,0.2569999999999997,0.44400000000000084,0.7010000000000005
2MASS J00145575-4844171,L2.5 pec,72.5,14.05,13.107,12.72,12.276,12.019,0.9430000000000014,0.3869999999999987,1.33,0.2569999999999997,0.44400000000000084,0.7010000000000005
2MASS J00150206+2959323,L7,77.0,16.158,15.226,14.482,13.691,13.384,0.9320000000000004,0.7440000000000015,1.676000000000002,0.3070000000000004,0.7909999999999986,1.097999999999999
2MASS J00150206+2959323,L7.5 pec (blue),77.5,16.158,15.226,14.482,13.691,13.384,0.9320000000000004,0.7440000000000015,1.676000000000002,0.3070000000000004,0.7909999999999986,1.097999999999999
2MASS J00154476+3516026,L1.0,71.0,13.88,12.892,12.264,11.763,11.534,0.9880000000000013,0.6280000000000001,1.6160000000000014,0.2289999999999992,0.5009999999999994,0.7299999999999986
2MASS J00154476+3516026,L2,72.0,13.88,12.892,12.264,11.763,11.534,0.9880000000000013,0.6280000000000001,1.6160000000000014,0.2289999999999992,0.5009999999999994,0.7299999999999986
2MASS J00165953-4056541,L3.5,73.5,15.32,14.206,13.432,12.808,12.437,1.1140000000000008,0.7739999999999991,1.888,0.37100000000000044,0.6240000000000006,0.995000000000001
2MASS J00165953-4056541,L4.5:,74.5,15.32,14.206,13.432,12.808,12.437,1.1140000000000008,0.7739999999999991,1.888,0.37100000000000044,0.6240000000000006,0.995000000000001
2MASS J00182834-6703130,L0.4 VL-G,70.4,15.457,14.48,13.71,13.143,12.79,0.9770000000000003,0.7699999999999996,1.7469999999999999,0.35300000000000153,0.5670000000000002,0.9200000000000017
2MASS J00184613-6356122,L2,72.0,15.22,14.23,13.61,13.264,13.004,0.9900000000000002,0.620000000000001,1.6100000000000012,0.2599999999999998,0.3460000000000001,0.6059999999999999
2MASS J00191296-6226005,L1.0 VL-G,71.0,15.64,14.618,13.96,13.348,12.956,1.0220000000000002,0.6579999999999995,1.6799999999999997,0.39200000000000124,0.6120000000000001,1.0040000000000013
2MASS J00193927-3724392,L2.2 INT-G,72.2,15.52,14.47,13.689,13.135,12.8,1.049999999999999,0.7810000000000006,1.8309999999999995,0.3349999999999991,0.5540000000000003,0.8889999999999993
2MASS J00193927-3724392,L3:,73.0,15.52,14.47,13.689,13.135,12.8,1.049999999999999,0.7810000000000006,1.8309999999999995,0.3349999999999991,0.5540000000000003,0.8889999999999993
2MASS J00250365+4759191,L4:,74.0,14.84,13.667,12.902,,11.608,1.173,0.7650000000000006,1.9380000000000006,,,1.2939999999999987
2MASS J00274197+0503417,L0: INT-G,70.0,16.189,15.288,14.964,14.587,14.071,0.9009999999999998,0.32399999999999984,1.2249999999999996,0.516,0.37700000000000067,0.8930000000000007
2MASS J00282091+2249050,L7:,77.0,15.61,14.47,13.78,13.113,12.855,1.1399999999999988,0.6900000000000013,1.83,0.2579999999999991,0.6669999999999998,0.9249999999999989
2MASS J00285545-1927165,L0.7,70.7,14.191,13.33,12.85,12.504,12.233,0.8610000000000007,0.4800000000000004,1.341000000000001,0.270999999999999,0.3460000000000001,0.6169999999999991
2MASS J00285545-1927165,L0:,70.0,14.191,13.33,12.85,12.504,12.233,0.8610000000000007,0.4800000000000004,1.341000000000001,0.270999999999999,0.3460000000000001,0.6169999999999991
2MASS J00303013-1450333,L6: FLD-G,76.0,16.278,15.273,14.481,13.657,13.263,1.004999999999999,0.7919999999999998,1.7969999999999988,0.39400000000000013,0.8239999999999998,1.218
2MASS J00303013-1450333,L7,77.0,16.278,15.273,14.481,13.657,13.263,1.004999999999999,0.7919999999999998,1.7969999999999988,0.39400000000000013,0.8239999999999998,1.218
2MASS J00310928+5749364,L9,79.0,14.95,13.78,13.215,12.504,11.928,1.17,0.5649999999999995,1.7349999999999994,0.5759999999999987,0.7110000000000003,1.286999999999999
2MASS J00311925-3840356,L2 pec (blue),72.0,14.101,13.399,12.924,12.327,12.039,0.7020000000000017,0.47499999999999964,1.1770000000000014,0.28800000000000026,0.5969999999999995,0.8849999999999998
2MASS J00311925-3840356,L2.5,72.5,14.101,13.399,12.924,12.327,12.039,0.7020000000000017,0.47499999999999964,1.1770000000000014,0.28800000000000026,0.5969999999999995,0.8849999999999998
2MASS J00320509+0219017,L1.5,71.5,14.324,13.386,12.802,12.457,12.226,0.9380000000000006,0.5839999999999996,1.5220000000000002,0.23099999999999987,0.34499999999999886,0.5759999999999987
2MASS J00325584-4405058,L0 gamma,70.0,14.776,13.86,13.269,12.82,12.49,0.9160000000000004,0.5909999999999993,1.5069999999999997,0.33000000000000007,0.44899999999999984,0.7789999999999999
2MASS J00325584-4405058,L0: VL-G,70.0,14.776,13.86,13.269,12.82,12.49,0.9160000000000004,0.5909999999999993,1.5069999999999997,0.33000000000000007,0.44899999999999984,0.7789999999999999
2MASS J00325937+1410371,L9,79.0,16.83,15.648,14.946,14.225,13.68,1.1819999999999986,0.702,1.8839999999999986,0.5449999999999999,0.7210000000000001,1.266
2MASS J00332386-1521309,L1: FLD-G,71.0,15.286,14.208,13.41,12.794,12.479,1.0779999999999994,0.798,1.8759999999999994,0.3150000000000013,0.6159999999999997,0.9310000000000009
2MASS J00332386-1521309,L4 beta,74.0,15.286,14.208,13.41,12.794,12.479,1.0779999999999994,0.798,1.8759999999999994,0.3150000000000013,0.6159999999999997,0.9310000000000009
2MASS J00344300-4102266,L1.5 VL-G,71.5,15.707,14.807,14.084,13.518,13.136,0.9000000000000004,0.7230000000000008,1.623000000000001,0.38200000000000145,0.565999999999999,0.9480000000000004
2MASS J00345157+0523050,T6.5,86.5,15.535,15.443,,15.061,12.52,0.09200000000000053,,,2.5410000000000004,,
2MASS J00345684-0706013,L3,73.0,15.531,14.566,13.942,13.276,12.914,0.9649999999999999,0.6240000000000006,1.5890000000000004,0.3620000000000001,0.6660000000000004,1.0280000000000005
2MASS J00345684-0706013,L4.3,74.3,15.531,14.566,13.942,13.276,12.914,0.9649999999999999,0.6240000000000006,1.5890000000000004,0.3620000000000001,0.6660000000000004,1.0280000000000005
2MASS J00361617+1821104,L3.5,73.5,12.466,11.588,11.058,10.536,10.245,0.8780000000000001,0.5299999999999994,1.4079999999999995,0.29100000000000037,0.5220000000000002,0.8130000000000006
2MASS J00361617+1821104,L4:,74.0,12.466,11.588,11.058,10.536,10.245,0.8780000000000001,0.5299999999999994,1.4079999999999995,0.29100000000000037,0.5220000000000002,0.8130000000000006
2MASS J00374306-5846229,L0 gamma,70.0,15.37,14.26,13.59,13.127,12.763,1.1099999999999994,0.6699999999999999,1.7799999999999994,0.36400000000000077,0.4629999999999992,0.827
2MASS J00452143+1634446,L2 beta,72.0,13.059,12.059,11.366,10.768,10.393,1.0,0.6929999999999996,1.6929999999999996,0.375,0.597999999999999,0.972999999999999
2MASS J00452143+1634446,L2: VL-G,72.0,13.059,12.059,11.366,10.768,10.393,1.0,0.6929999999999996,1.6929999999999996,0.375,0.597999999999999,0.972999999999999
2MASS J00464841+0715177,L0.9 VL-G,70.9,13.885,13.178,12.546,12.07,11.638,0.706999999999999,0.6320000000000014,1.3390000000000004,0.4320000000000004,0.4759999999999991,0.9079999999999995
2MASS J00470038+6803543,L5.5,75.5,15.604,13.968,13.053,11.768,11.242,1.6359999999999992,0.9149999999999991,2.5509999999999984,0.5259999999999998,1.2850000000000001,1.811
2MASS J00470038+6803543,L7 INT-G,77.0,15.604,13.968,13.053,11.768,11.242,1.6359999999999992,0.9149999999999991,2.5509999999999984,0.5259999999999998,1.2850000000000001,1.811
2MASS J00470038+6803543,L7 pec,77.0,15.604,13.968,13.053,11.768,11.242,1.6359999999999992,0.9149999999999991,2.5509999999999984,0.5259999999999998,1.2850000000000001,1.811
2MASS J00501994-3322402,T7,87.0,15.928,15.838,15.241,15.54,13.55,0.09000000000000163,0.5969999999999995,0.6870000000000012,1.9899999999999984,-0.2989999999999995,1.690999999999999
2MASS J00511078-1544169,L3.5,73.5,15.28,14.164,13.466,12.728,12.389,1.1159999999999997,0.6980000000000004,1.814,0.3390000000000004,0.7379999999999995,1.077
2MASS J00511078-1544169,L5:,75.0,15.28,14.164,13.466,12.728,12.389,1.1159999999999997,0.6980000000000004,1.814,0.3390000000000004,0.7379999999999995,1.077
2MASS J00521232+0012172,L2: pec,72.0,16.361,15.561,15.457,14.571,14.401,0.8000000000000007,0.1039999999999992,0.9039999999999999,0.16999999999999993,0.886000000000001,1.056000000000001
2MASS J00521232+0012172,L4.5,74.5,16.361,15.561,15.457,14.571,14.401,0.8000000000000007,0.1039999999999992,0.9039999999999999,0.16999999999999993,0.886000000000001,1.056000000000001
2MASS J00531899-3631102,L3.5,73.5,14.445,13.48,12.937,12.312,12.029,0.9649999999999999,0.543000000000001,1.508000000000001,0.2829999999999995,0.625,0.9079999999999995
2MASS J00531899-3631102,L4:,74.0,14.445,13.48,12.937,12.312,12.029,0.9649999999999999,0.543000000000001,1.508000000000001,0.2829999999999995,0.625,0.9079999999999995
2MASS J00550564+0134365,L1.0: VL-G,71.0,16.436,15.27,14.438,13.682,13.204,1.1660000000000004,0.831999999999999,1.9979999999999993,0.47799999999999976,0.7560000000000002,1.234
2MASS J00550564+0134365,L2 gamma,72.0,16.436,15.27,14.438,13.682,13.204,1.1660000000000004,0.831999999999999,1.9979999999999993,0.47799999999999976,0.7560000000000002,1.234
2MASS J01033203+1935361,L6 beta,76.0,16.288,14.897,14.149,13.178,12.696,1.391,0.7480000000000011,2.139000000000001,0.4820000000000011,0.9709999999999983,1.4529999999999994
2MASS J01033203+1935361,L6: INT-G,76.0,16.288,14.897,14.149,13.178,12.696,1.391,0.7480000000000011,2.139000000000001,0.4820000000000011,0.9709999999999983,1.4529999999999994
2MASS J01062285-5933185,L0,70.0,14.33,13.566,13.01,12.77,12.502,0.7639999999999993,0.5560000000000009,1.3200000000000003,0.2679999999999989,0.2400000000000002,0.5079999999999991
2MASS J01075242+0041563,L5.5,75.5,15.824,14.512,13.709,12.686,12.174,1.3119999999999994,0.8030000000000008,2.115,0.5120000000000005,1.0229999999999997,1.5350000000000001
2MASS J01075242+0041563,L7 pec,77.0,15.824,14.512,13.709,12.686,12.174,1.3119999999999994,0.8030000000000008,2.115,0.5120000000000005,1.0229999999999997,1.5350000000000001
2MASS J01075242+0041563,L8,78.0,15.824,14.512,13.709,12.686,12.174,1.3119999999999994,0.8030000000000008,2.115,0.5120000000000005,1.0229999999999997,1.5350000000000001
2MASS J01090918-4954532,L1,71.0,13.546,12.875,12.45,12.285,12.068,0.6709999999999994,0.4250000000000007,1.096,0.21700000000000053,0.16499999999999915,0.3819999999999997
2MASS J01174748-3403258,L1 beta,71.0,15.178,14.209,13.489,13.028,12.623,0.9690000000000012,0.7199999999999989,1.689,0.40500000000000114,0.4610000000000003,0.8660000000000014
2MASS J01174748-3403258,L1: INT-G,71.0,15.178,14.209,13.489,13.028,12.623,0.9690000000000012,0.7199999999999989,1.689,0.40500000000000114,0.4610000000000003,0.8660000000000014
2MASS J01205114-5200349,L1.4 VL-G,71.4,15.64,14.66,13.75,13.232,12.831,0.9800000000000004,0.9100000000000001,1.8900000000000006,0.4009999999999998,0.5180000000000007,0.9190000000000005
2MASS J01225093-2439505,L3.7: INT-G,73.7,10.084,9.47,9.198,,,0.613999999999999,0.27200000000000024,0.8859999999999992,,,
2MASS J01244599-5745379,L0 gamma,70.0,16.308,15.059,14.315,13.789,13.397,1.2490000000000006,0.7439999999999998,1.9930000000000003,0.39199999999999946,0.5259999999999998,0.9179999999999993
2MASS J01244599-5745379,L0.7 VL-G,70.7,16.308,15.059,14.315,13.789,13.397,1.2490000000000006,0.7439999999999998,1.9930000000000003,0.39199999999999946,0.5259999999999998,0.9179999999999993
2MASS J01262109+1428057,L2: VL-G,72.0,17.108,16.172,15.278,14.212,13.702,0.9359999999999999,0.8940000000000001,1.83,0.5099999999999998,1.0660000000000007,1.5760000000000005
2MASS J01262109+1428057,L4 gamma,74.0,17.108,16.172,15.278,14.212,13.702,0.9359999999999999,0.8940000000000001,1.83,0.5099999999999998,1.0660000000000007,1.5760000000000005
2MASS J01282664-5545343,L1,71.0,13.775,12.916,12.336,11.968,11.713,0.859,0.5800000000000001,1.439,0.2550000000000008,0.3680000000000003,0.6230000000000011
2MASS J01282664-5545343,L2,72.0,13.775,12.916,12.336,11.968,11.713,0.859,0.5800000000000001,1.439,0.2550000000000008,0.3680000000000003,0.6230000000000011
2MASS J01311838+3801554,L1.5,71.5,14.679,13.696,13.054,12.549,12.252,0.9830000000000005,0.6419999999999995,1.625,0.2969999999999988,0.5050000000000008,0.8019999999999996
2MASS J01311838+3801554,L4:,74.0,14.679,13.696,13.054,12.549,12.252,0.9830000000000005,0.6419999999999995,1.625,0.2969999999999988,0.5050000000000008,0.8019999999999996
2MASS J01340281+0508125,L1,71.0,16.19,15.163,14.634,14.256,14.002,1.027000000000001,0.5289999999999999,1.556000000000001,0.25399999999999956,0.3780000000000001,0.6319999999999997
2MASS J01410321+1804502,L1,71.0,13.875,13.034,12.492,12.143,11.916,0.8409999999999993,0.5419999999999998,1.3829999999999991,0.2270000000000003,0.3490000000000002,0.5760000000000005
2MASS J01410321+1804502,L4.5,74.5,13.875,13.034,12.492,12.143,11.916,0.8409999999999993,0.5419999999999998,1.3829999999999991,0.2270000000000003,0.3490000000000002,0.5760000000000005
2MASS J01414839-1601196,L7:,77.0,16.209,15.161,14.344,13.681,13.315,1.048,0.8170000000000002,1.8650000000000002,0.36599999999999966,0.6630000000000003,1.029
2MASS J01415823-4633574,L0 gamma,70.0,14.83,13.875,13.1,12.551,12.17,0.9550000000000001,0.7750000000000004,1.7300000000000004,0.3810000000000002,0.5489999999999995,0.9299999999999997
2MASS J01415823-4633574,L0: VL-G,70.0,14.83,13.875,13.1,12.551,12.17,0.9550000000000001,0.7750000000000004,1.7300000000000004,0.3810000000000002,0.5489999999999995,0.9299999999999997
2MASS J01443536-0716142,L5,75.0,14.191,13.008,12.268,11.603,11.361,1.1830000000000016,0.7399999999999984,1.923,0.2419999999999991,0.6650000000000009,0.907
2MASS J01472702+4731142,L1.5,71.5,15.843,14.847,14.282,13.949,13.729,0.9960000000000004,0.5649999999999995,1.561,0.22000000000000064,0.3330000000000002,0.5530000000000008
2MASS J01514155+1244300,T1,81.0,16.566,15.603,15.183,14.586,13.894,0.9629999999999992,0.41999999999999993,1.3829999999999991,0.6920000000000002,0.5969999999999995,1.2889999999999997
2MASS J01531463-6744181,L2.9 VL-G,72.9,16.412,15.109,14.424,13.713,13.216,1.302999999999999,0.6850000000000005,1.9879999999999995,0.4969999999999999,0.7110000000000003,1.2080000000000002
2MASS J01531463-6744181,L2:,72.0,16.412,15.109,14.424,13.713,13.216,1.302999999999999,0.6850000000000005,1.9879999999999995,0.4969999999999999,0.7110000000000003,1.2080000000000002
2MASS J01550354+0950003,L3.2 INT-G,73.2,14.825,13.763,13.139,12.544,12.204,1.0619999999999994,0.6240000000000006,1.686,0.33999999999999986,0.5949999999999989,0.9349999999999987
2MASS J01550354+0950003,L5,75.0,14.825,13.763,13.139,12.544,12.204,1.0619999999999994,0.6240000000000006,1.686,0.33999999999999986,0.5949999999999989,0.9349999999999987
2MASS J02050344+1251422,L5,75.0,15.679,14.449,13.671,12.923,12.551,1.2300000000000004,0.7780000000000005,2.008000000000001,0.3719999999999999,0.7479999999999993,1.1199999999999992
2MASS J02050344+1251422,L5.5,75.5,15.679,14.449,13.671,12.923,12.551,1.2300000000000004,0.7780000000000005,2.008000000000001,0.3719999999999999,0.7479999999999993,1.1199999999999992
2MASS J02052940-1159296,L5.5::,75.5,14.587,13.568,12.998,12.248,11.815,1.0190000000000001,0.5700000000000003,1.5890000000000004,0.43299999999999983,0.75,1.1829999999999998
2MASS J02052940-1159296,L7,77.0,14.587,13.568,12.998,12.248,11.815,1.0190000000000001,0.5700000000000003,1.5890000000000004,0.43299999999999983,0.75,1.1829999999999998
2MASS J02062493+2640237,L8 (red),78.0,16.53,15.096,14.523,13.421,12.865,1.434000000000001,0.5730000000000004,2.0070000000000014,0.5559999999999992,1.1020000000000003,1.6579999999999995
2MASS J02074284+0000564,T4.5,84.5,16.799,,,16.353,14.988,,,,1.365000000000002,,
2MASS J02081833+2542533,L1,71.0,13.989,13.107,12.588,12.201,11.969,0.8820000000000014,0.5190000000000001,1.4010000000000016,0.2320000000000011,0.3869999999999987,0.6189999999999998
2MASS J02082363+2737400,L5,75.0,15.714,14.56,13.872,13.289,12.987,1.154,0.6880000000000006,1.8420000000000005,0.3019999999999996,0.5830000000000002,0.8849999999999998
2MASS J02103857-3015313,L0 gamma,70.0,15.066,14.161,13.5,12.998,12.652,0.9050000000000011,0.6609999999999996,1.5660000000000007,0.3460000000000001,0.5020000000000007,0.8480000000000008
2MASS J02103857-3015313,L1.0 VL-G,71.0,15.066,14.161,13.5,12.998,12.652,0.9050000000000011,0.6609999999999996,1.5660000000000007,0.3460000000000001,0.5020000000000007,0.8480000000000008
2MASS J02132880+4444453,L1.5,71.5,13.494,12.757,12.213,11.8,11.609,0.7370000000000001,0.5440000000000005,1.2810000000000006,0.19100000000000072,0.4129999999999985,0.6039999999999992
2MASS J02182913-3133230,L3,73.0,14.73,13.81,13.15,12.495,12.287,0.9199999999999999,0.6600000000000001,1.58,0.2079999999999984,0.6550000000000011,0.8629999999999995
2MASS J02182913-3133230,L5.5,75.5,14.73,13.81,13.15,12.495,12.287,0.9199999999999999,0.6600000000000001,1.58,0.2079999999999984,0.6550000000000011,0.8629999999999995
2MASS J02192196+0506306,L1,71.0,14.971,14.051,13.48,12.938,12.597,0.9199999999999999,0.5709999999999997,1.4909999999999997,0.3410000000000011,0.5419999999999998,0.8830000000000009
2MASS J02192196+0506306,L3.0,73.0,14.971,14.051,13.48,12.938,12.597,0.9199999999999999,0.5709999999999997,1.4909999999999997,0.3410000000000011,0.5419999999999998,0.8830000000000009
2MASS J02192807-1938416,L1,71.0,14.11,13.339,12.91,12.545,12.307,0.770999999999999,0.42900000000000027,1.1999999999999993,0.23799999999999955,0.3650000000000002,0.6029999999999998
2MASS J02192807-1938416,L1:,71.0,14.11,13.339,12.91,12.545,12.307,0.770999999999999,0.42900000000000027,1.1999999999999993,0.23799999999999955,0.3650000000000002,0.6029999999999998
2MASS J02235464-5815067,L0 gamma,70.0,15.07,14.003,13.42,12.819,12.431,1.0670000000000002,0.5830000000000002,1.6500000000000004,0.3880000000000017,0.6009999999999991,0.9890000000000008
2MASS J02265658-5327032,L0.5 VL-G,70.5,15.403,14.346,13.752,13.252,12.837,1.0570000000000004,0.5939999999999994,1.6509999999999998,0.4150000000000009,0.5,0.9150000000000009
2MASS J02271036-1624479,L0.5:,70.5,13.573,12.63,12.143,11.772,11.557,0.9429999999999996,0.4870000000000001,1.4299999999999997,0.21499999999999986,0.37100000000000044,0.5860000000000003
2MASS J02271036-1624479,L1,71.0,13.573,12.63,12.143,11.772,11.557,0.9429999999999996,0.4870000000000001,1.4299999999999997,0.21499999999999986,0.37100000000000044,0.5860000000000003
2MASS J02281101+2537380,L0,70.0,13.839,12.993,12.471,12.124,11.899,0.8460000000000001,0.5220000000000002,1.3680000000000003,0.22500000000000142,0.34699999999999953,0.572000000000001
2MASS J02281101+2537380,L0:,70.0,13.839,12.993,12.471,12.124,11.899,0.8460000000000001,0.5220000000000002,1.3680000000000003,0.22500000000000142,0.34699999999999953,0.572000000000001
2MASS J02284243+1639329,L0:,70.0,13.166,12.325,11.818,11.592,11.392,0.8410000000000011,0.5069999999999997,1.3480000000000008,0.20000000000000107,0.2259999999999991,0.42600000000000016
2MASS J02284355-6325052,L0:,70.0,13.556,12.747,12.248,12.032,11.801,0.8089999999999993,0.49900000000000055,1.3079999999999998,0.23099999999999987,0.2159999999999993,0.4469999999999992
2MASS J02284355-6325052,L1,71.0,13.556,12.747,12.248,12.032,11.801,0.8089999999999993,0.49900000000000055,1.3079999999999998,0.23099999999999987,0.2159999999999993,0.4469999999999992
2MASS J02292794-0053282,L0: VL-G,70.0,16.49,15.746,15.182,14.653,14.371,0.743999999999998,0.5640000000000001,1.307999999999998,0.28200000000000003,0.5289999999999999,0.8109999999999999
2MASS J02301551+2704061,L0:,70.0,14.294,13.478,12.986,12.636,12.375,0.8160000000000007,0.4919999999999991,1.3079999999999998,0.26099999999999923,0.3500000000000014,0.6110000000000007
2MASS J02304442-3027275,L1,71.0,15.822,15.21,14.886,14.298,14.058,0.6119999999999983,0.3240000000000016,0.9359999999999999,0.2400000000000002,0.5879999999999992,0.8279999999999994
2MASS J02330145-6403420,L2,72.0,16.304,15.588,14.67,14.617,14.394,0.7159999999999993,0.9179999999999993,1.6339999999999986,0.22300000000000075,0.05299999999999905,0.2759999999999998
2MASS J02340093-6442068,L0 gamma,70.0,15.325,14.442,13.852,13.244,12.905,0.8829999999999991,0.5899999999999999,1.472999999999999,0.3390000000000004,0.6080000000000005,0.947000000000001
2MASS J02340093-6442068,L0.8 VL-G,70.8,15.325,14.442,13.852,13.244,12.905,0.8829999999999991,0.5899999999999999,1.472999999999999,0.3390000000000004,0.6080000000000005,0.947000000000001
2MASS J02355993-2331205,L1,71.0,,12.725,12.186,,,,0.5389999999999997,,,,
2MASS J02361794+0048548,L6,76.0,16.098,15.265,14.666,13.829,13.421,0.8329999999999984,0.5990000000000002,1.4319999999999986,0.40800000000000125,0.8369999999999997,1.245000000000001
2MASS J02361794+0048548,L6.5,76.5,16.098,15.265,14.666,13.829,13.421,0.8329999999999984,0.5990000000000002,1.4319999999999986,0.40800000000000125,0.8369999999999997,1.245000000000001
2MASS J02394245-1735471,L0,70.0,14.291,13.525,13.039,12.71,12.425,0.766,0.48600000000000065,1.2520000000000007,0.28500000000000014,0.32899999999999885,0.613999999999999
2MASS J02410564-5511466,L1.6 VL-G,71.6,15.387,14.33,13.739,13.171,12.84,1.0570000000000004,0.5909999999999993,1.6479999999999997,0.3309999999999995,0.5680000000000014,0.8990000000000009
2MASS J02411151-0326587,L0 gamma,70.0,15.799,14.811,14.035,13.638,13.256,0.9879999999999995,0.7759999999999998,1.7639999999999993,0.3819999999999997,0.39700000000000024,0.7789999999999999
2MASS J02411151-0326587,L1: VL-G,71.0,15.799,14.811,14.035,13.638,13.256,0.9879999999999995,0.7759999999999998,1.7639999999999993,0.3819999999999997,0.39700000000000024,0.7789999999999999
2MASS J02415367-1241069,L1.9,71.9,15.605,14.646,13.931,13.603,13.311,0.9589999999999996,0.7150000000000016,1.6740000000000013,0.2919999999999998,0.3279999999999994,0.6199999999999992
2MASS J02415367-1241069,L2:,72.0,15.605,14.646,13.931,13.603,13.311,0.9589999999999996,0.7150000000000016,1.6740000000000013,0.2919999999999998,0.3279999999999994,0.6199999999999992
2MASS J02431371-2453298,T5.5,85.5,15.381,15.137,15.216,14.666,12.923,0.24399999999999977,-0.07899999999999885,0.16500000000000092,1.7430000000000003,0.5499999999999989,2.2929999999999993
2MASS J02431371-2453298,T6,86.0,15.381,15.137,15.216,14.666,12.923,0.24399999999999977,-0.07899999999999885,0.16500000000000092,1.7430000000000003,0.5499999999999989,2.2929999999999993
2MASS J02441019-3548036,L0.8 FLD-G,70.8,15.342,14.42,13.794,13.441,13.204,0.9220000000000006,0.6259999999999994,1.548,0.2370000000000001,0.35299999999999976,0.5899999999999999
2MASS J0249-0557 c,L2 VL-G,72.0,,,,14.138,13.615,,,,0.5229999999999997,,
2MASS J02511490-0352459,L1,71.0,13.059,12.254,11.662,11.205,10.887,0.8049999999999997,0.5919999999999987,1.3969999999999985,0.3179999999999996,0.45700000000000074,0.7750000000000004
2MASS J02511490-0352459,L3,73.0,13.059,12.254,11.662,11.205,10.887,0.8049999999999997,0.5919999999999987,1.3969999999999985,0.3179999999999996,0.45700000000000074,0.7750000000000004
2MASS J02540788+0223563,T8,88.0,16.557,15.884,,15.75,12.74,0.6729999999999983,,,3.01,,
2MASS J02550357-4700509,L8,78.0,13.246,12.204,11.558,10.725,10.171,1.0419999999999998,0.6460000000000008,1.6880000000000006,0.5540000000000003,0.8330000000000002,1.3870000000000005
2MASS J02550357-4700509,L9,79.0,13.246,12.204,11.558,10.725,10.171,1.0419999999999998,0.6460000000000008,1.6880000000000006,0.5540000000000003,0.8330000000000002,1.3870000000000005
2MASS J02572581-3105523,L8,78.0,14.672,13.52,12.88,12.073,11.659,1.152000000000001,0.6399999999999988,1.7919999999999998,0.4139999999999997,0.8070000000000004,1.221
2MASS J02572581-3105523,L8:,78.0,14.672,13.52,12.88,12.073,11.659,1.152000000000001,0.6399999999999988,1.7919999999999998,0.4139999999999997,0.8070000000000004,1.221
2MASS J02583123-1520536,L3.0 INT-G,73.0,15.908,14.866,14.192,13.608,13.236,1.0419999999999998,0.6739999999999995,1.7159999999999993,0.3719999999999999,0.5839999999999996,0.9559999999999995
2MASS J03001631+2130205,L6 pec (sl. blue),76.0,15.877,14.731,14.311,13.621,13.314,1.1460000000000008,0.41999999999999993,1.5660000000000007,0.3070000000000004,0.6899999999999995,0.9969999999999999
2MASS J03032042-7312300,L2 gamma,72.0,16.137,15.096,14.321,13.751,13.366,1.0410000000000004,0.7750000000000004,1.8160000000000007,0.3849999999999998,0.5700000000000003,0.9550000000000001
2MASS J03101401-2756452,L5,75.0,15.795,14.662,13.959,13.174,12.834,1.1329999999999991,0.7030000000000012,1.8360000000000003,0.33999999999999986,0.7850000000000001,1.125
2MASS J03101401-2756452,L6.5,76.5,15.795,14.662,13.959,13.174,12.834,1.1329999999999991,0.7030000000000012,1.8360000000000003,0.33999999999999986,0.7850000000000001,1.125
